ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11888,AMST,3001,001,Seminar,"3","Matthew Hedstrom","MoWe 3:30PM - 4:45PM","Bryan Hall 312","Theories and Methods of American Studies","",Closed,18,15,0
15675,AMST,3180,001,Lecture,"3","Sylvia Chong","TuTh 2:00PM - 3:15PM","New Cabell Hall 341","Introduction to Asian American Studies","",Open,15,20,0
10272,AMST,4500,001,Seminar,"3","Sandhya Shukla","Th 3:30PM - 6:00PM","Bryan Hall 312","Fourth-Year Seminar in American Studies","Space and Time in Harlem",Open,6,8,0
19689,AMST,4500,002,Seminar,"3","Grace Hale","Tu 1:00PM - 3:30PM","Bryan Hall 334","Fourth-Year Seminar in American Studies","US southern documentary film.",Open,8,15,0
19690,AMST,4500,003,Seminar,"3","Carmenita Higginbotham","Mo 1:00PM - 3:30PM","Fayerweather Hall 208","Fourth-Year Seminar in American Studies","American Film Noir",Open,10,15,0
21314,AMST,4500,004,Seminar,"3","Jennifer Greeson","TuTh 9:30AM - 10:45AM","New Cabell Hall 318","Fourth-Year Seminar in American Studies","Early American Literature",Open,3,9,0
12564,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,15,0
10273,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,1,20,0
15798,AMST,4993,002,Independent Study,"3","Daniel Chavez","TBA","TBA","Independent Study","",Open,0,30,0
15799,AMST,4993,003,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,1,30,0
15800,AMST,4993,004,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,0,30,0
15801,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,0,30,0
15802,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,2,30,0
15803,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,1,30,0
15804,AMST,4993,008,Independent Study,"3","Ruth Hill","TBA","TBA","Independent Study","",Open,0,30,0
15805,AMST,4993,009,Independent Study,"3","Eric Lott","TBA","TBA","Independent Study","",Open,0,30,0
15806,AMST,4993,010,Independent Study,"3","Maurie McInnis","TBA","TBA","Independent Study","",Open,0,30,0
15807,AMST,4993,011,Independent Study,"3","Christian McMillen","TBA","TBA","Independent Study","",Open,0,30,0
15808,AMST,4993,012,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,2,30,0
10274,ANTH,1010,001,Lecture,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Physics Bldg 204","Introduction to Anthropology","",Closed,59,60,0
15136,ANTH,1010,002,Lecture,"3","Adam Harr","MoWeFr 11:00AM - 11:50AM","Maury Hall 110","Introduction to Anthropology","",Closed,36,35,0
21462,ANTH,1050,001,Lecture,"3","Roberto Armengol","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 411","Anthropology of Globalization","",Closed,44,40,0
12494,ANTH,2190,100,Lecture,"3","George Mentore","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 311","Desire and World Economics","",Open,51,60,0
20139,ANTH,2210,001,Lecture,"3","Melissa Nelson","MoWeFr 9:00AM - 9:50AM","Rouss Hall 410","Marriage and the Family","",Closed,35,35,0
10275,ANTH,2230,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Wilson Hall 301","Fantasy and Social Values","",Closed,120,120,0
15138,ANTH,2310,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","New Cabell Hall 332","Symbol and Ritual","",Closed,40,40,0
12243,ANTH,2320,100,Lecture,"3","Peter Metcalf","MoWe 11:00AM - 11:50AM","Physics Bldg 204","Anthropology of Religion","",Closed,121,120,0
12244,ANTH,2320,101,Discussion,"3","Carolyn Howarter","Th 2:00PM - 2:50PM","Dell 2 100","Anthropology of Religion","",Closed,20,20,0
12245,ANTH,2320,102,Discussion,"3","Alessandro Questa Rebolledo","Th 3:30PM - 4:20PM","New Cabell Hall 430","Anthropology of Religion","",Open,19,20,0
12246,ANTH,2320,103,Discussion,"3","Carolyn Howarter","Fr 12:00PM - 12:50PM","New Cabell Hall 419","Anthropology of Religion","",Closed,20,20,0
12247,ANTH,2320,104,Discussion,"3","Alessandro Questa Rebolledo","Fr 9:00AM - 9:50AM","Cocke Hall 101","Anthropology of Religion","",Closed,20,20,0
12248,ANTH,2320,105,Discussion,"3","Alessandro Questa Rebolledo","Th 2:00PM - 2:50PM","Gibson 041","Anthropology of Religion","",Closed,22,20,0
12249,ANTH,2320,106,Discussion,"3","Carolyn Howarter","Fr 10:00AM - 10:50AM","New Cabell Hall 430","Anthropology of Religion","",Closed,20,20,0
12703,ANTH,2400,100,Lecture,"3","Ashley Williams","MoWe 1:00PM - 1:50PM","Monroe Hall 124","Language and Culture","",Closed,61,60,0
21361,ANTH,2400,101,Discussion,"3","Caitlin Guszkowski","We 5:00PM - 5:50PM","Brooks Hall 103","Language and Culture","",Closed,20,20,0
21362,ANTH,2400,102,Discussion,"3","Caitlin Guszkowski","We 6:00PM - 6:50PM","Brooks Hall 103","Language and Culture","",Closed,21,20,0
21363,ANTH,2400,103,Discussion,"3","Caitlin Guszkowski","We 7:00PM - 7:50PM","Brooks Hall 103","Language and Culture","",Closed,20,20,0
15139,ANTH,2420,100,Lecture,"3","Ellen Contini-Morava","MoWe 11:00AM - 11:50AM","Ruffner Hall G004A","Language and Gender","",Open,114,120,0
15140,ANTH,2420,101,Discussion,"3","Catherine Madeo","Th 4:00PM - 4:50PM","New Cabell Hall 338","Language and Gender","",Closed,20,20,0
15141,ANTH,2420,102,Discussion,"3","Yu-Chien Huang","Th 5:00PM - 5:50PM","New Cabell Hall 516","Language and Gender","",Open,19,20,0
15142,ANTH,2420,103,Discussion,"3","Yu-Chien Huang","Th 6:00PM - 6:50PM","Monroe Hall 114","Language and Gender","",Closed,20,20,0
15143,ANTH,2420,104,Discussion,"3","Yu-Chien Huang","Fr 8:00AM - 8:50AM","New Cabell Hall 338","Language and Gender","",Open,19,20,0
15144,ANTH,2420,105,Discussion,"3","Catherine Madeo","Fr 9:00AM - 9:50AM","New Cabell Hall 412","Language and Gender","",Open,17,20,0
15145,ANTH,2420,106,Discussion,"3","Catherine Madeo","Fr 12:00PM - 12:50PM","New Cabell Hall 337","Language and Gender","",Closed,19,20,0
20141,ANTH,2500,001,Lecture,"3","Rose Wellman","MoWeFr 12:00PM - 12:50PM","Rouss Hall 410","Cultures, Regions, and Civilizations","Inside Iran",Open,34,35,0
20142,ANTH,2557,100,Lecture,"3","Daniel Lefkowitz","MoWe 9:00AM - 9:50AM","Wilson Hall 301","Culture Through Film","Language and Cinema",Open,98,120,0
20144,ANTH,2557,101,Discussion,"3","Staff","Th 11:00AM - 11:50AM","Dell 2 100","Culture Through Film","Language and Cinema",Closed,20,20,0
20145,ANTH,2557,102,Discussion,"3","Staff","Th 1:00PM - 1:50PM","Gibson  142","Culture Through Film","Language and Cinema",Closed,20,20,0
20146,ANTH,2557,103,Discussion,"3","Nathalie Nahas","Th 3:30PM - 4:20PM","New Cabell Hall 319","Culture Through Film","Language and Cinema",Open,15,20,0
20147,ANTH,2557,104,Discussion,"3","Nathalie Nahas","Fr 9:00AM - 9:50AM","Wilson Hall 235","Culture Through Film","Language and Cinema",Open,16,20,0
20148,ANTH,2557,105,Discussion,"3","Nathalie Nahas","Fr 10:00AM - 10:50AM","New Cabell Hall 340","Culture Through Film","Language and Cinema",Open,14,20,0
20149,ANTH,2557,106,Discussion,"3","Staff","Fr 11:00AM - 11:50AM","Ruffner Hall 175","Culture Through Film","Language and Cinema",Open,13,20,0
19782,ANTH,2559,001,Lecture,"3","Rafael Alvarado","TuTh 12:30PM - 1:45PM","Ruffner Hall G004B","New Course in Anthropology","Internet: Another Country",Open,51,60,0
20566,ANTH,2559,002,Lecture,"3","Allison Alexy","TuTh 9:30AM - 10:45AM","Claude Moore Nursing Edu G010","New Course in Anthropology","Japan: Culture & Modernity",Open,41,60,0
10276,ANTH,2800,100,Lecture,"3","Adria Laviolette","MoWe 10:00AM - 10:50AM","Minor Hall 125","Introduction to Archaeology","",Open,75,120,0
10277,ANTH,2800,101,Discussion,"3","Susan Palazzo","Th 6:00PM - 6:50PM","New Cabell Hall 438","Introduction to Archaeology","",Open,5,20,0
10278,ANTH,2800,102,Discussion,"3","Erika Brant","Th 3:30PM - 4:20PM","New Cabell Hall 337","Introduction to Archaeology","",Open,14,20,0
10279,ANTH,2800,103,Discussion,"3","Erika Brant","Th 5:00PM - 5:50PM","New Cabell Hall 412","Introduction to Archaeology","",Open,13,20,0
10280,ANTH,2800,104,Discussion,"3","Erika Brant","We 4:00PM - 4:50PM","New Cabell 543","Introduction to Archaeology","",Open,19,20,0
10281,ANTH,2800,105,Discussion,"3","Susan Palazzo","Th 11:00AM - 11:50AM","Fayerweather Hall 208","Introduction to Archaeology","",Open,11,20,0
10282,ANTH,2800,106,Discussion,"3","Susan Palazzo","Fr 12:00PM - 12:50PM","Physics Bldg 218","Introduction to Archaeology","",Open,13,20,0
15147,ANTH,2810,100,Lecture,"3","Jeffrey Hantman","MoWe 2:00PM - 3:15PM","Wilson Hall 301","Human Origins","",Closed,120,120,0
10283,ANTH,3010,100,Lecture,"4","Prista Ratanapruck","TuTh 11:00AM - 12:15PM","Monroe Hall 116","Theory and History of Anthropology","",Open,39,60,0
10286,ANTH,3010,101,Discussion,"4","David Flood","Fr 9:00AM - 9:50AM","New Cabell Hall 419","Theory and History of Anthropology","",Open,6,20,0
10285,ANTH,3010,102,Discussion,"4","David Flood","Fr 10:00AM - 10:50AM","Brooks Hall 103","Theory and History of Anthropology","",Open,13,20,0
10284,ANTH,3010,103,Discussion,"4","David Flood","Th 4:00PM - 4:50PM","New Cabell Hall 341","Theory and History of Anthropology","",Closed,20,20,0
10288,ANTH,3152,001,Lecture,"4","George Mentore","MoWe 3:30PM - 4:45PM","New Cabell Hall 419","Amazonian Peoples","",Closed,30,30,0
10289,ANTH,3155,001,Lecture,"3","Frederick Damon","MoWeFr 10:00AM - 10:50AM","Nau 141","Anthropology of Everyday American Life","",Open,28,30,0
10287,ANTH,3320,001,Lecture,"3","Edith Turner","TuTh 2:00PM - 3:15PM","New Cabell Hall 337","Shamanism, Healing, and Ritual","",Closed,30,25,0
12242,ANTH,3450,001,Lecture,"3","Eve Danziger","MoWe 2:00PM - 3:15PM","New Cabell Hall 320","Native American Languages","",Open,14,20,0
21351,ANTH,3480,100,Lecture,"3","Eve Danziger","MoWe 10:00AM - 10:50AM","Ruffner Hall G004B","Language and Prehistory","",Open,35,60,0
21352,ANTH,3480,101,Discussion,"3","Alison Broach","Th 4:00PM - 4:50PM","Drama Education Bldg 206","Language and Prehistory","",Open,13,20,0
21353,ANTH,3480,102,Discussion,"3","Alison Broach","We 5:00PM - 5:50PM","New Cabell 543","Language and Prehistory","",Open,16,20,0
21354,ANTH,3480,103,Discussion,"3","Alison Broach","We 6:00PM - 6:50PM","New Cabell Hall 438","Language and Prehistory","",Open,6,20,0
12253,ANTH,3550,001,Lecture,"3","Peter Metcalf","MoWe 3:30PM - 4:45PM","New Cabell Hall 520","Ethnography","",Open,6,25,0
20150,ANTH,3589,001,Lecture,"3","Fraser Neiman","We 4:30PM - 7:00PM","New Cabell Hall 331","Topics in Archaeology","Landscape Archaeology",Closed,8,8,0
21461,ANTH,3589,002,Seminar,"3","Phil Geib","Fr 9:00AM - 11:30AM","Brooks Hall B002","Topics in Archaeology","Lithic Technology",Open,3,10,0
21382,ANTH,3590,001,Lecture,"3","Caren Freeman","MoWe 2:00PM - 3:15PM","Maury Hall 113","Social and Cultural Anthropology","Transnational East Asia",Open,22,30,0
21846,ANTH,3590,002,Lecture,"3","Ivar Hultin","TuTh 11:00AM - 12:15PM","New Cabell Hall 320","Social and Cultural Anthropology","Developmnt & Culture in Africa",Closed,11,10,0
12479,ANTH,3680,001,Lecture,"3","Margaret Smith","TuTh 9:30AM - 10:45AM","Cocke Hall 101","Anthropology of Australian Aboriginal Art","",Open,12,20,0
10291,ANTH,3700,001,Lecture,"3","Ravindra Khare","Tu 2:00PM - 4:30PM","Dell 2 100","Contemporary India","",Open,5,30,0
19784,ANTH,3830,001,Lecture,"3","Jeffrey Hantman","TuTh 3:30PM - 4:45PM","Rouss Hall 410","North American Archaeology","",Closed,26,25,0
15150,ANTH,3840,001,Lecture,"3","Patricia Wattenmaker","TuTh 12:30PM - 1:45PM","Minor Hall 130","Archaeology of the Middle East","",Open,25,30,0
12254,ANTH,4991,001,Seminar,"3","Ivar Hultin","Mo 7:00PM - 9:30PM","New Cabell Hall 335","Senior Seminar in Anthropology","",Open,15,18,0
12255,ANTH,4991,002,Seminar,"3","Patricia Wattenmaker","MoWe 3:30PM - 4:45PM","Brooks Hall 103","Senior Seminar in Anthropology","",Open,6,18,0
12256,ANTH,4991,003,Seminar,"3","Adria Laviolette","TuTh 11:00AM - 12:15PM","Brooks Hall 103","Senior Seminar in Anthropology","",Open,10,18,0
10292,ANTH,4993,001,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
14123,ANTH,4993,003,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,2,25,0
14316,ANTH,4993,004,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
14600,ANTH,4993,005,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
14642,ANTH,4993,006,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15700,ANTH,4993,007,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15701,ANTH,4993,008,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15702,ANTH,4993,010,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15703,ANTH,4993,011,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15704,ANTH,4993,012,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15705,ANTH,4993,013,Independent Study,"1 - 6","Susan McKinnon","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15706,ANTH,4993,014,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15707,ANTH,4993,015,Independent Study,"1 - 6","Peter Metcalf","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15708,ANTH,4993,016,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15710,ANTH,4993,017,Independent Study,"1 - 6","Prista Ratanapruck","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15711,ANTH,4993,018,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,1,25,0
15712,ANTH,4993,020,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15713,ANTH,4993,021,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,1,25,0
15714,ANTH,4993,022,Independent Study,"1 - 6","Kathleen Weston","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
15819,ANTH,4993,023,Independent Study,"1 - 6","John Shepherd","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
16861,ANTH,4993,024,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,1,25,0
16971,ANTH,4993,025,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
21577,ANTH,4993,026,Independent Study,"1 - 6","Allison Alexy","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
10294,ANTH,4998,001,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14122,ANTH,4998,003,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14281,ANTH,4998,004,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15722,ANTH,4998,005,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15723,ANTH,4998,006,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15724,ANTH,4998,007,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Research","",Open,1,25,0
15725,ANTH,4998,008,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15726,ANTH,4998,009,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Research","",Open,1,25,0
15727,ANTH,4998,010,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15728,ANTH,4998,011,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Research","",Open,1,25,0
15729,ANTH,4998,012,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15730,ANTH,4998,013,Independent Study,"3","Susan McKinnon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15731,ANTH,4998,014,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Research","",Open,2,25,0
15732,ANTH,4998,015,Independent Study,"3","Peter Metcalf","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15733,ANTH,4998,016,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15734,ANTH,4998,017,Independent Study,"3","Prista Ratanapruck","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15735,ANTH,4998,018,Independent Study,"3","John Shepherd","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
15736,ANTH,4998,020,Independent Study,"3","Roy Wagner","TBA","TBA","Distinguished Majors Thesis Research","",Open,1,25,0
15737,ANTH,4998,021,Independent Study,"3","Patricia Wattenmaker","TBA","TBA","Distinguished Majors Thesis Research","",Open,1,25,0
15738,ANTH,4998,022,Independent Study,"3","Kathleen Weston","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
16976,ANTH,4998,023,Independent Study,"3","Rachel Most","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
21578,ANTH,4998,024,Independent Study,"3","Allison Alexy","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
10295,ANTH,4999,001,Independent Study,"3","Allison Alexy","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,25,0
21580,ANTH,4999,002,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,25,0
