ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
10165,ALAR,7010,003,Studio,"6","Margarita Jover Biboum","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0
10166,ALAR,7010,004,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0
10167,ALAR,7010,005,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0
10299,ALAR,7010,006,Studio,"6","Ignacio Alday Sanz,Megan Suau,Pankaj Gupta","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,8,0
10305,ALAR,7010,007,Studio,"6","Julie Bargmann","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,10,0
10306,ALAR,7010,008,Studio,"6","Brian Osborn","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,10,0
10311,ALAR,7010,009,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,2,0
18938,ALAR,7010,010,Studio,"6","Alexander Wall","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 1","",Open,0,30,0
10149,ALAR,8010,001,Studio,"6","Shiqiao Li","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,1,10,0
10168,ALAR,8010,002,Studio,"6","Peter Waldman","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,2,10,0
10169,ALAR,8010,003,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,0,10,0
10170,ALAR,8010,004,Studio,"6","Margarita Jover Biboum","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,2,15,0
10171,ALAR,8010,005,Studio,"6","Julie Bargmann","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0
10200,ALAR,8010,006,Studio,"6","Brian Osborn","MoFr 2:00PM - 5:45PM","Campbell Hall 105","Research Studio 2","",Open,0,15,0
10307,ALAR,8010,007,Studio,"6","Ignacio Alday Sanz,Megan Suau,Pankaj Gupta","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,0,5,0
18939,ALAR,8010,008,Studio,"6","Alexander Wall","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Research Studio 2","",Open,0,30,0
10001,ALAR,8100,001,Seminar,"3","Matthew Jull","Tu 9:30AM - 12:00PM","Campbell Hall 302","Design Research: Methods and Strategies","",Open,6,20,0
10107,ALAR,8995,001,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Studio","",Open,0,5,0
10281,ALAR,8999,001,Independent Study,"1 - 12","Anselmo Canfora","TBA","TBA","Non-Topical Design Research-Masters","",Open,0,4,0
17603,AM,6020,001,Lecture,"3","Jason Kerrigan","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 341","Continuum Mechanics With Applications","",Open,0,10,0
11741,AMST,2001,100,Lecture,"3","Carmenita Higginbotham,Matthew Hedstrom","MoWe 1:00PM - 1:50PM","Minor Hall 125","Introduction to American Studies","",Open,95,120,2
14458,AMST,2001,101,Discussion,"3","Staff","Th 7:00PM - 7:50PM","Bryan Hall 328","Introduction to American Studies","",Open,6,20,0
14459,AMST,2001,102,Discussion,"3","Staff","We 5:00PM - 5:50PM","Bryan Hall 235","Introduction to American Studies","",Wait List,20,20,0
14460,AMST,2001,103,Discussion,"3","Staff","We 6:00PM - 6:50PM","Bryan Hall 328","Introduction to American Studies","",Open,19,20,0
19315,AMST,2001,104,Discussion,"3","Staff","Tu 7:00PM - 7:50PM","Bryan Hall 328","Introduction to American Studies","",Open,17,20,0
19316,AMST,2001,105,Discussion,"3","Staff","Mo 5:00PM - 5:50PM","New Cabell Hall 207","Introduction to American Studies","",Wait List,20,20,2
19318,AMST,2001,106,Discussion,"3","Staff","Mo 6:00PM - 6:50PM","New Cabell Hall 211","Introduction to American Studies","",Open,13,20,0
20159,AMST,2422,001,Seminar,"3","Lisa Goff","MoWe 5:00PM - 6:15PM","Minor Hall 130","Point of View Journalism","",Open,14,15,2
18869,AMST,2462,001,Lecture,"3","Ashley Williams","TuTh 9:30AM - 10:45AM","Maury Hall 113","Language & New Media","",Wait List,25,25,8
18870,AMST,2559,001,Lecture,"3","Jack Hamilton","MoWe 3:30PM - 4:45PM","New Cabell Hall 232","New Course in American Studies","",Open,36,40,0
14785,AMST,3001,001,Seminar,"3","Anna Brickhouse","TuTh 11:00AM - 12:15PM","Bryan Hall 312","Theories and Methods of American Studies","",Open,13,15,0
14786,AMST,3001,002,Seminar,"3","Lisa Goff","MoWe 2:00PM - 3:15PM","Maury Hall 113","Theories and Methods of American Studies","",Open,8,15,0
18871,AMST,3460,001,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","New Cabell Hall 489","Reading America at Home and Abroad","",Open,16,25,0
18872,AMST,4410,001,Seminar,"3","Sylvia Chong","MoWe 3:30PM - 4:45PM","Bryan Hall 332","Censorship","",Open,3,15,0
18873,AMST,4500,001,Seminar,"3","Jennifer Greeson","MoWe 12:30PM - 1:45PM","Bryan Hall 233","Fourth-Year Seminar in American Studies","Autobiography and Nationalism",Open,6,10,0
11786,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,15,0
10334,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,0,20,0
18874,AMST,4993,002,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,0,10,0
18875,AMST,4993,003,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,0,10,0
18876,AMST,4993,004,Independent Study,"3","John Hamilton","TBA","TBA","Independent Study","",Open,0,10,0
18877,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,0,10,0
18878,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,1,10,0
18879,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,1,10,0
18880,AMST,4993,008,Independent Study,"3","Lisa Goff","TBA","TBA","Independent Study","",Open,0,10,0
18881,AMST,4993,009,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,0,10,0
10335,ANTH,1010,100,Lecture,"3","James Igoe","TuTh 9:30AM - 10:20AM","Wilson Hall 301","Introduction to Anthropology","",Wait List,60,60,57
14415,ANTH,1010,101,Discussion,"3","Staff","Th 4:00PM - 4:50PM","New Cabell Hall 395","Introduction to Anthropology","",Open,15,20,12
14416,ANTH,1010,102,Discussion,"3","Staff","Th 5:00PM - 5:50PM","New Cabell Hall 111","Introduction to Anthropology","",Open,3,20,6
14417,ANTH,1010,103,Discussion,"3","Staff","Th 2:00PM - 2:50PM","Shannon House 109","Introduction to Anthropology","",Open,19,20,9
14418,ANTH,1010,104,Discussion,"3","Staff","Th 8:30AM - 9:20AM","Brooks Hall 103","Introduction to Anthropology","",Open,4,20,8
14419,ANTH,1010,105,Discussion,"3","Staff","We 5:00PM - 5:50PM","New Cabell Hall 485","Introduction to Anthropology","",Open,17,20,19
14420,ANTH,1010,106,Discussion,"3","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 332","Introduction to Anthropology","",Open,2,20,3
18967,ANTH,2153,001,Lecture,"3","Jeffrey Hantman","MoWe 3:30PM - 4:45PM","Clark Hall 107","North American Indians","",Open,58,60,0
11747,ANTH,2190,100,Lecture,"3","George Mentore","MoWe 11:00AM - 11:50AM","Dell 1 105","Desire and World Economics","",Wait List,30,30,9
14421,ANTH,2190,101,Discussion,"3","Staff","We 6:00PM - 6:50PM","Brooks Hall 103","Desire and World Economics","",Wait List,20,20,7
14422,ANTH,2190,102,Discussion,"3","Staff","We 7:00PM - 7:50PM","New Cabell Hall 056","Desire and World Economics","",Open,7,20,2
14423,ANTH,2190,103,Discussion,"3","Staff","We 8:00PM - 8:50PM","New Cabell Hall 056","Desire and World Economics","",Open,3,20,0
10336,ANTH,2230,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Maury Hall 104","Fantasy and Social Values","",Wait List,41,40,26
15812,ANTH,2280,100,Lecture,"3","China Scherz","TuTh 11:00AM - 11:50AM","Wilson Hall 301","Medical Anthropology","",Wait List,69,70,40
19301,ANTH,2280,101,Discussion,"3","Staff","Th 2:00PM - 2:50PM","Gibson Hall 142","Medical Anthropology","",Wait List,20,20,8
19302,ANTH,2280,102,Discussion,"3","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 485","Medical Anthropology","",Open,3,20,0
19303,ANTH,2280,103,Discussion,"3","Staff","Fr 10:00AM - 10:50AM","Maury Hall 115","Medical Anthropology","",Open,12,20,8
19304,ANTH,2280,104,Discussion,"3","Staff","Th 3:00PM - 3:50PM","Gibson Hall 142","Medical Anthropology","",Open,8,20,12
19305,ANTH,2280,105,Discussion,"3","Staff","Mo 9:00AM - 9:50AM","New Cabell Hall 395","Medical Anthropology","",Open,12,20,4
19306,ANTH,2280,106,Discussion,"3","Staff","Mo 10:00AM - 10:50AM","New Cabell Hall 368","Medical Anthropology","",Open,14,20,8
13265,ANTH,2310,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","New Cabell Hall 332","Symbol and Ritual","",Wait List,20,20,14
19307,ANTH,2320,001,Lecture,"3","Dannah Dennis","MoWeFr 9:00AM - 9:50AM","Maury Hall 113","Anthropology of Religion","",Open,13,20,0
18968,ANTH,2375,001,Lecture,"3","Kathleen Weston","MoWe 2:00PM - 3:15PM","Dell 1 103","Disaster","",Closed,40,40,0
11883,ANTH,2400,100,Lecture,"3","Staff","MoWe 11:00AM - 11:50AM","Wilson Hall 301","Language and Culture","",Wait List,79,80,49
18969,ANTH,2400,101,Discussion,"3","Staff","Th 3:30PM - 4:20PM","New Cabell Hall 309","Language and Culture","",Wait List,20,20,10
18970,ANTH,2400,102,Discussion,"3","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 315","Language and Culture","",Open,5,20,4
18971,ANTH,2400,103,Discussion,"3","Staff","Fr 10:00AM - 10:50AM","Maury Hall 104","Language and Culture","",Open,10,20,7
18972,ANTH,2400,104,Discussion,"3","Staff","We 5:00PM - 5:50PM","New Cabell Hall 338","Language and Culture","",Wait List,20,20,10
18973,ANTH,2400,105,Discussion,"3","Staff","We 7:00PM - 7:50PM","New Cabell Hall 338","Language and Culture","",Wait List,19,20,3
18974,ANTH,2400,106,Discussion,"3","Staff","We 6:00PM - 6:50PM","New Cabell Hall 338","Language and Culture","",Open,5,20,15
19308,ANTH,2420,001,Lecture,"3","Mary Pancoast","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 323","Language and Gender","",Closed,20,20,0
19309,ANTH,2500,001,Lecture,"3","Staff","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 032","Cultures, Regions, and Civilizations","",Open,9,20,0
19512,ANTH,2590,001,Lecture,"3","Lisa Messeri","MoWe 2:00PM - 3:15PM","Chemistry Bldg 303","Social and Cultural Anthropology","Anthropology of Outer Space",Wait List,10,10,2
19310,ANTH,2590,002,Lecture,"3","Giancarlo Rolando Betancourt","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 383","Social and Cultural Anthropology","Anthropology of Personhood",Open,0,20,0
19311,ANTH,2590,003,Lecture,"3","Alessandro Questa Rebolledo","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 368","Social and Cultural Anthropology","Mexico Indigenous Societies",Open,15,30,0
15188,ANTH,2590,100,Lecture,"3","Richard Handler","MoWe 10:00AM - 10:50AM","Wilson Hall 301","Social and Cultural Anthropology","Culture, Gender and Violence",Wait List,30,30,32
18975,ANTH,2590,101,Discussion,"3","Staff","Th 2:00PM - 2:50PM","Gibson Hall 241","Social and Cultural Anthropology","Culture, Gender and Violence",Open,8,20,11
18976,ANTH,2590,102,Discussion,"3","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 338","Social and Cultural Anthropology","Culture, Gender and Violence",Open,2,20,0
18977,ANTH,2590,103,Discussion,"3","Staff","Fr 12:00PM - 12:50PM","Brooks Hall 103","Social and Cultural Anthropology","Culture, Gender and Violence",Open,2,20,8
18978,ANTH,2590,104,Discussion,"3","Staff","We 5:00PM - 5:50PM","Brooks Hall 103","Social and Cultural Anthropology","Culture, Gender and Violence",Open,12,20,13
18979,ANTH,2590,105,Discussion,"3","Staff","We 7:00PM - 7:50PM","Brooks Hall 103","Social and Cultural Anthropology","Culture, Gender and Violence",Open,6,20,0
18980,ANTH,2590,106,Discussion,"3","Staff","Th 3:00PM - 3:50PM","Gibson Hall 241","Social and Cultural Anthropology","Culture, Gender and Violence",Open,0,20,0
18981,ANTH,2625,001,Lecture,"3","James Igoe","TuTh 12:30PM - 1:45PM","Dell 1 103","Imagining Africa","",Closed,22,22,0
10337,ANTH,2800,100,Lecture,"3","Adria Laviolette","MoWe 10:00AM - 10:50AM","Maury Hall 104","Introduction to Archaeology","",Wait List,40,40,2
10338,ANTH,2800,101,Discussion,"3","Staff","Fr 11:00AM - 11:50AM","Brooks Hall 103","Introduction to Archaeology","",Open,8,20,0
10339,ANTH,2800,102,Discussion,"3","Staff","Fr 10:00AM - 10:50AM","New Cabell Hall 389","Introduction to Archaeology","",Open,13,20,1
10340,ANTH,2800,103,Discussion,"3","Staff","We 11:00AM - 11:50AM","Brooks Hall 103","Introduction to Archaeology","",Open,19,20,1
10341,ANTH,3010,100,Lecture,"4","Frederick Damon","TuTh 9:30AM - 10:45AM","Maury Hall 115","Theory and History of Anthropology","",Open,14,60,0
10344,ANTH,3010,101,Discussion,"4","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 168","Theory and History of Anthropology","",Open,2,20,0
10343,ANTH,3010,102,Discussion,"4","Staff","Fr 10:00AM - 10:50AM","Physics Bldg 218","Theory and History of Anthropology","",Open,11,20,0
10342,ANTH,3010,103,Discussion,"4","Staff","Fr 8:00AM - 8:50AM","Brooks Hall 103","Theory and History of Anthropology","",Open,1,20,0
10346,ANTH,3152,001,Lecture,"3","George Mentore","MoWe 3:30PM - 4:45PM","Maury Hall 104","Amazonian Peoples","",Open,26,30,0
10347,ANTH,3155,001,Lecture,"3","Frederick Damon","MoWeFr 10:00AM - 10:50AM","Brooks Hall 103","Anthropology of Everyday American Life","",Wait List,15,15,0
20249,ANTH,3171,001,Seminar,"3","Matthew Trevett-Smith","We 5:00PM - 7:30PM","Wilson Hall 306","Culture of Cyberspace: Digital Fluency for an Internet-Enabled Society","",Open,41,45,0
10345,ANTH,3320,001,Lecture,"3","Edith Turner","Th 5:00PM - 7:30PM","Contact Department","Shamanism, Healing, and Ritual","",Open,0,12,0
20251,ANTH,3395,001,Seminar,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","Physics Bldg 218","Mythodology","",Closed,25,25,0
18984,ANTH,3470,001,Lecture,"3","Daniel Lefkowitz","MoWeFr 11:00AM - 11:50AM","Ruffner Hall G004","Language and Culture in the Middle East","",Closed,18,18,0
15194,ANTH,3550,001,Lecture,"3","Ravindra Khare","Th 3:30PM - 6:00PM","Brooks Hall 103","Ethnography","Reading Ethnography",Open,2,15,0
18986,ANTH,3559,001,Lecture,"3","Patricia Wattenmaker","TuTh 2:00PM - 3:15PM","Chemistry Bldg 305","New Course in Anthropology","Archaeology of Food and Drink",Closed,25,25,0
14427,ANTH,3630,001,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","New Cabell Hall 315","Chinese Family and Religion","",Open,14,25,0
10348,ANTH,3700,001,Lecture,"3","Ravindra Khare","Tu 3:30PM - 6:00PM","Cocke Hall 115","Globalizing India: Society, Bazaars and Cultural Politics","",Open,3,20,0
19319,ANTH,3850,001,Lecture,"3","Fraser Neiman","We 3:30PM - 6:00PM","Campbell Hall 107","Historical Archaeology","",Open,11,20,0
11449,ANTH,4420,001,Lecture,"3","Ellen Contini-Morava","TuTh 2:00PM - 3:15PM","Brooks Hall 103","Theories of Language","",Open,6,13,0
11636,ANTH,4591,001,Seminar,"3","Patricia Wattenmaker","We 3:00PM - 5:30PM","New Cabell Hall 111","Senior Seminar in Anthropology","Social Life of Goods",Open,4,18,0
11637,ANTH,4591,002,Seminar,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Brooks Hall 103","Senior Seminar in Anthropology","Animals: Good to Think",Open,10,18,0
10349,ANTH,4993,001,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
12817,ANTH,4993,003,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
12915,ANTH,4993,004,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13128,ANTH,4993,005,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13162,ANTH,4993,006,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13434,ANTH,4993,007,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13435,ANTH,4993,008,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13436,ANTH,4993,010,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13437,ANTH,4993,011,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13438,ANTH,4993,012,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13439,ANTH,4993,013,Independent Study,"1 - 6","Susan McKinnon","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13440,ANTH,4993,014,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13441,ANTH,4993,015,Independent Study,"1 - 6","Peter Metcalf","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13442,ANTH,4993,016,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13443,ANTH,4993,017,Independent Study,"1 - 6","Prista Ratanapruck","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13444,ANTH,4993,018,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13445,ANTH,4993,020,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13446,ANTH,4993,021,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13447,ANTH,4993,022,Independent Study,"1 - 6","Kathleen Weston","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13534,ANTH,4993,023,Independent Study,"1 - 6","John Shepherd","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13895,ANTH,4993,024,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
13934,ANTH,4993,025,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
14237,ANTH,4993,026,Independent Study,"1 - 6","Allison Alexy","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
15112,ANTH,4993,027,Independent Study,"1 - 6","Edith Turner","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
10350,ANTH,4998,001,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
12816,ANTH,4998,003,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
12887,ANTH,4998,004,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13451,ANTH,4998,005,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13452,ANTH,4998,006,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13453,ANTH,4998,007,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13454,ANTH,4998,008,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13455,ANTH,4998,009,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13456,ANTH,4998,010,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13457,ANTH,4998,011,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13458,ANTH,4998,012,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13459,ANTH,4998,013,Independent Study,"3","Susan McKinnon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13460,ANTH,4998,014,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13461,ANTH,4998,015,Independent Study,"3","Peter Metcalf","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13462,ANTH,4998,016,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13463,ANTH,4998,017,Independent Study,"3","Prista Ratanapruck","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13464,ANTH,4998,018,Independent Study,"3","John Shepherd","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13465,ANTH,4998,020,Independent Study,"3","Roy Wagner","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13466,ANTH,4998,021,Independent Study,"3","Patricia Wattenmaker","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13467,ANTH,4998,022,Independent Study,"3","Kathleen Weston","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
