ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11333,APMA,2120,001,Lecture,"4","Manouchehr Mohajeri","MoTuWeThFr 10:30AM - 11:30AM","Mechanical Engr Bldg 339","Multivariable Calculus","",Open,18,28,0
11334,APMA,2130,001,Lecture,"4","Bernard Fulgham","MoTuWeThFr 9:15AM - 10:15AM","Olsson Hall 005","Ordinary Differential Equations","",Open,21,35,0
11335,APMA,3080,001,Lecture,"3","James Lark","MoTuWeThFr 1:00PM - 2:00PM","Olsson Hall 005","Linear Algebra","",Open,26,35,0
11336,APMA,3100,001,Lecture,"3","Thomas Baber","MoTuWeThFr 9:15AM - 10:15AM","Thornton Hall D221","Probability","",Open,17,35,0
11337,APMA,3110,001,Lecture,"3","Norman Beil","MoTuWeThFr 11:45AM - 12:45PM","Olsson Hall 005","Applied Statistics and Probability","",Open,10,35,0
11338,APMA,3120,001,Lecture,"3","James Lark","MoTuWeThFr 10:30AM - 11:30AM","Olsson Hall 005","Statistics","",Open,11,35,0
10161,ARAB,1016,001,Lecture,"4","Ahmad Obiedat, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 241","Intensive Introductory Arabic","",Open,13,30,0
10190,ARAB,1026,001,Lecture,"4","Ahmad Obiedat, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 241","Intensive Introductory Arabic","",Open,12,30,0
10658,ARAB,116,001,Lecture,"0","Ahmad Obiedat, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 241","Intensive Introductory Arabic","",Open,13,30,0
10659,ARAB,126,001,Lecture,"0","Ahmad Obiedat, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 241","Intensive Introductory Arabic","",Open,12,30,0
10243,ARAB,2016,001,Lecture,"4","Bilal Maanaki, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 142","Intensive Intermediate Arabic","",Open,7,20,0
10189,ARAB,2026,001,Lecture,"4","Bilal Maanaki, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 142","Intensive Intermediate Arabic","",Open,7,20,0
10660,ARAB,216,001,Lecture,"0","Bilal Maanaki, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 142","Intensive Intermediate Arabic","",Open,7,20,0
10661,ARAB,226,001,Lecture,"0","Bilal Maanaki, Caren Freeman","MoTuWeThFr 9:00AM - 5:30PM","Nau Hall 142","Intensive Intermediate Arabic","",Open,7,20,0
10807,ARAH,9998,001,Independent Study,"1 - 12","Douglas Fordham","TBA","TBA","Non-Topical Rsch,Doctoral Prep","",Open,0,30,0
10010,ARCH,2011,001,Studio,"6","Andrew McDowell","MoTuWeThFr 1:00PM - 6:00PM","Campbell Hall 105","Summer Intro to Design Studio","",Open,11,20,0
10011,ARCH,2021,001,Studio,"6","Manuel Bailo Esteve","MoTuWeThFr 1:00PM - 6:00PM","Campbell Hall 105","Summer Intro to Design Studio 1","",Open,10,20,0
12926,ARCH,4993,001,Independent Study,"3","Matthew Jull","TBA","TBA","Independent Study","",Open,0,30,0
10008,ARCH,5422,001,Workshop,"3","Earl Mark","MoTuWeThFr 10:30AM - 12:45PM","Campbell Hall 105","Computer Animation: Design in Motion","",Open,8,24,0
10001,ARH,1004,001,Lecture,"3","Jacqueline Taylor","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","History of Architecture","",Open,6,20,0
10793,ARTH,1004,001,Lecture,"3","Jacqueline Taylor","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 215","A History of Architecture","",Open,6,20,0
12604,ARTH,2273,001,Seminar,"3","Carmenita Higginbotham","MoTuWeThFr 10:30AM - 12:45PM","Fayerweather Hall 206","Disneyland","",Open,12,20,0
10046,ARTS,1610,001,Studio,"3","Akemi Rollando","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 203","Introduction to Drawing I","",Open,18,25,0
12266,ARTS,2580,001,Workshop,"3","William Bennett","MoTuWeThFr 9:30AM - 3:30PM","Contact Department","Special Topics in Sculpture","Special Topics: Art and Earth",Open,9,15,0
10785,ARTS,2620,002,Studio,"3","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 319","Introduction to Drawing II","",Open,6,20,0
10929,ARTS,2670,001,Studio,"4","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Introduction to Printmaking I","",Open,14,15,0
12614,ARTS,2810,001,Studio,"4","William Bennett","MoTuWeThFr 9:30AM - 3:30PM","Contact Department","Introduction to Sculpture I","",Open,9,15,0
10930,ARTS,3670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Intermediate Printmaking I","",Open,14,15,0
12736,ARTS,3810,001,Studio,"3","William Bennett","TBA","Contact Department","Sculpture I","",Open,1,30,0
10931,ARTS,4670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Advanced Problems in Printmaking","",Open,14,15,0
12613,ARTS,4900,001,Independent Study,"1 - 4","William Bennett","MoTuWeThFr 9:30AM - 3:30PM","Contact Department","Advanced Project in Art","",Open,9,15,0
10052,ASTR,1210,001,Lecture,"3","Richard Patterson","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to the Sky and Solar System","",Open,17,20,0
10053,ASTR,1220,001,Lecture,"3","Nicholas Troup","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to Stars, Galaxies, and the Universe","",Open,22,25,0
10054,ASTR,3420,001,Lecture,"3","Henry Borish","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Life Beyond the Earth","",Open,5,20,0
10055,ASTR,3480,001,Lecture,"3","Dominic Pesce","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Introduction to Cosmology","",Open,6,20,0
12927,ASTR,4998,001,Independent Study,"3","Craig Sarazin","TBA","TBA","Senior Thesis","",Open,0,30,0
12928,ASTR,4998,002,Independent Study,"3","Paul Seidelmann","TBA","TBA","Senior Thesis","",Open,1,30,0
10056,ASTR,6210,001,Lecture,"3","Richard Patterson","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to Sky and Solar System Concepts","",Open,17,20,0
10057,ASTR,6220,001,Lecture,"3","Nicholas Troup","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to Stars, Galaxies, and Universe Concepts","",Open,22,25,0
10013,ASTR,6420,001,Lecture,"3","Henry Borish","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Life Beyond the Earth Concepts","",Open,5,20,0
10014,ASTR,6480,001,Lecture,"3","Dominic Pesce","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Introduction to Cosmology Concepts","",Open,6,20,0
10481,ASTR,9995,001,Independent Study,"1 - 12","Richard Bradley","TBA","TBA","Supervised Research","",Open,0,30,0
10482,ASTR,9995,002,Independent Study,"1 - 12","Kelsey Johnson","TBA","TBA","Supervised Research","",Open,0,30,0
10483,ASTR,9995,003,Independent Study,"1 - 12","Steven Majewski","TBA","TBA","Supervised Research","",Open,0,30,0
10484,ASTR,9995,004,Independent Study,"1 - 12","Brian Mason","TBA","TBA","Supervised Research","",Open,0,30,0
10485,ASTR,9995,005,Independent Study,"1 - 12","Scott Ransom","TBA","TBA","Supervised Research","",Open,0,30,0
10486,ASTR,9995,006,Independent Study,"1 - 12","Craig Sarazin","TBA","TBA","Supervised Research","",Open,0,30,0
10487,ASTR,9995,007,Independent Study,"1 - 12","Michael Skrutskie","TBA","TBA","Supervised Research","",Open,0,30,0
10488,ASTR,9999,002,Independent Study,"1 - 12","Philip Arras","TBA","TBA","Non-Topical Research","",Open,1,30,0
10489,ASTR,9999,003,Independent Study,"1 - 12","Edward Murphy, James Braatz","TBA","TBA","Non-Topical Research","",Open,1,30,0
10490,ASTR,9999,004,Independent Study,"1 - 12","Richard Bradley","TBA","TBA","Non-Topical Research","",Open,0,30,0
10491,ASTR,9999,005,Independent Study,"1 - 12","Remy Indebetouw","TBA","TBA","Non-Topical Research","",Open,1,30,0
10492,ASTR,9999,006,Independent Study,"1 - 12","Kelsey Johnson","TBA","TBA","Non-Topical Research","",Open,4,30,0
10493,ASTR,9999,007,Independent Study,"1 - 12","Steven Majewski","TBA","TBA","Non-Topical Research","",Open,3,30,0
10494,ASTR,9999,008,Independent Study,"1 - 12","Scott Ransom","TBA","TBA","Non-Topical Research","",Open,3,30,0
10495,ASTR,9999,009,Independent Study,"1 - 12","Craig Sarazin","TBA","TBA","Non-Topical Research","",Open,0,30,0
10496,ASTR,9999,010,Independent Study,"1 - 12","Michael Skrutskie","TBA","TBA","Non-Topical Research","",Open,0,30,0
10497,ASTR,9999,011,Independent Study,"1 - 12","Roger Chevalier","TBA","TBA","Non-Topical Research","",Open,3,30,0
10498,ASTR,9999,012,Independent Study,"1 - 12","John Hawley","TBA","TBA","Non-Topical Research","",Open,0,30,0
10499,ASTR,9999,013,Independent Study,"1 - 12","Zhi-Yun Li","TBA","TBA","Non-Topical Research","",Open,2,30,0
10500,ASTR,9999,014,Independent Study,"1 - 12","Brian Mason","TBA","TBA","Non-Topical Research","",Open,1,30,0
10652,ASTR,9999,015,Independent Study,"1 - 12","Robert O'Connell","TBA","TBA","Non-Topical Research","",Open,0,30,0
10653,ASTR,9999,016,Independent Study,"1 - 12","Aaron Evans","TBA","TBA","Non-Topical Research","",Open,3,30,0
10733,ASTR,9999,017,Independent Study,"1 - 12","Timothy Bastian","TBA","TBA","Non-Topical Research","",Open,1,30,0
10786,ASTR,9999,018,Independent Study,"1 - 12","Anthony Remijan","TBA","TBA","Non-Topical Research","",Open,0,30,0
10787,ASTR,9999,019,Independent Study,"1 - 12","William Saslaw","TBA","TBA","Non-Topical Research","",Open,0,30,0
10790,ASTR,9999,020,Independent Study,"1 - 12","Kartik Sheth","TBA","TBA","Non-Topical Research","",Open,0,30,0
10858,ASTR,9999,021,Independent Study,"1 - 12","Mark Lacy","TBA","TBA","Non-Topical Research","",Open,1,30,0
11043,ASTR,9999,022,Independent Study,"1 - 12","Adam Leroy","TBA","TBA","Non-Topical Research","",Open,1,30,0
12821,ASTR,9999,023,Independent Study,"1 - 12","Karin Oberg","TBA","TBA","Non-Topical Research","",Open,1,30,0
10756,BIMS,9998,001,Independent Study,"1 - 12","Norbert Leitinger","Mo 8:00AM - 8:50AM","Contact Department","Non-Topical Research","",Open,2,30,0
10757,BIMS,9998,002,Independent Study,"1 - 12","Robert Nakamoto","TBA","TBA","Non-Topical Research","",Open,0,30,0
11025,BIMS,9998,003,Independent Study,"1 - 12","Joel Hockensmith","Mo 8:00AM - 8:50AM","Contact Department","Non-Topical Research","",Open,7,30,0
11026,BIMS,9998,004,Independent Study,"1 - 12","James Casanova","TBA","TBA","Non-Topical Research","",Open,1,30,0
11027,BIMS,9998,005,Independent Study,"1 - 12","Janet Cross","TBA","TBA","Non-Topical Research","",Open,2,30,0
11028,BIMS,9998,006,Independent Study,"1 - 12","Anjeanette Roberts","TBA","TBA","Non-Topical Research","",Open,8,30,0
11029,BIMS,9998,007,Independent Study,"1 - 12","Bettina Winckler","TBA","TBA","Non-Topical Research","",Open,0,30,0
12899,BIMS,9998,008,Independent Study,"1 - 12","Brant Isakson","TBA","TBA","Non-Topical Research","",Open,0,30,0
10743,BIOC,9995,001,Independent Study,"3 - 12","Aaron Mackey","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10744,BIOC,9995,002,Independent Study,"3 - 12","Marie-Louise Hammarskjold","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10829,BIOC,9995,003,Independent Study,"3 - 12","Alison Criss","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10830,BIOC,9995,004,Independent Study,"3 - 12","Mitchell Smith","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10831,BIOC,9995,005,Independent Study,"3 - 12","Hui Li","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
11046,BIOC,9995,006,Independent Study,"3 - 12","Zhen Yan","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
11047,BIOC,9995,007,Independent Study,"3 - 12","Patrick Concannon","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
12591,BIOC,9995,008,Independent Study,"3 - 12","Michael McConnell","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10283,BIOC,9998,001,Independent Study,"1 - 12","David Auble","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10284,BIOC,9998,002,Independent Study,"1 - 12","Patrick Concannon","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10285,BIOC,9998,003,Independent Study,"1 - 12","Anindya Dutta","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,3,30,0
10286,BIOC,9998,004,Independent Study,"1 - 12","Daniel Foltz","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10287,BIOC,9998,005,Independent Study,"1 - 12","Patrick Grant","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10288,BIOC,9998,006,Independent Study,"1 - 12","Barry Gumbiner","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10289,BIOC,9998,007,Independent Study,"1 - 12","Joel Hockensmith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10290,BIOC,9998,008,Independent Study,"1 - 12","Coleen McNamara","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10291,BIOC,9998,009,Independent Study,"1 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10292,BIOC,9998,010,Independent Study,"1 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10293,BIOC,9998,011,Independent Study,"1 - 12","David Wotton","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10346,BIOC,9998,012,Independent Study,"1 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10347,BIOC,9998,013,Independent Study,"1 - 12","Ira Hall","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10741,BIOC,9998,014,Independent Study,"1 - 12","Aaron Mackey","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10742,BIOC,9998,015,Independent Study,"1 - 12","Marie-Louise Hammarskjold","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10832,BIOC,9998,016,Independent Study,"1 - 12","Mitchell Smith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10833,BIOC,9998,017,Independent Study,"1 - 12","Hui Li","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10834,BIOC,9998,018,Independent Study,"1 - 12","Alison Criss","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10850,BIOC,9998,019,Independent Study,"1 - 12","John Bushweller","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10851,BIOC,9998,020,Independent Study,"1 - 12","Marty Mayo","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10852,BIOC,9998,021,Independent Study,"1 - 12","Peter Stukenberg","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10871,BIOC,9998,022,Independent Study,"1 - 12","Gorav Ailawadi","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10874,BIOC,9998,023,Independent Study,"1 - 12","Michele Sale","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10996,BIOC,9998,024,Independent Study,"1 - 12","Gary Owens","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10997,BIOC,9998,025,Independent Study,"1 - 12","Daniel Burke","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10998,BIOC,9998,026,Independent Study,"1 - 12","Zhen Yan","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,2,30,0
12593,BIOC,9998,027,Independent Study,"1 - 12","Michael McConnell","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
12934,BIOC,9998,028,Independent Study,"1 - 12","William Petri","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10271,BIOC,9999,001,Independent Study,"1 - 12","David Auble","TBA","TBA","Non-Topical Research","",Open,2,30,0
10272,BIOC,9999,002,Independent Study,"1 - 12","Daniel Burke","TBA","TBA","Non-Topical Research","",Open,0,30,0
10273,BIOC,9999,003,Independent Study,"1 - 12","Stefan Bekiranov","TBA","TBA","Non-Topical Research","",Open,0,30,0
10274,BIOC,9999,004,Independent Study,"1 - 12","John Bushweller","TBA","TBA","Non-Topical Research","",Open,0,30,0
10275,BIOC,9999,005,Independent Study,"1 - 12","Anindya Dutta","TBA","TBA","Non-Topical Research","",Open,1,30,0
10276,BIOC,9999,006,Independent Study,"1 - 12","Patrick Grant","TBA","TBA","Non-Topical Research","",Open,1,30,0
10277,BIOC,9999,007,Independent Study,"1 - 12","Joel Hockensmith","TBA","TBA","Non-Topical Research","",Open,0,30,0
10278,BIOC,9999,008,Independent Study,"1 - 12","Marty Mayo","Mo 8:00AM - 9:00AM","Contact Department","Non-Topical Research","",Open,3,30,0
10279,BIOC,9999,009,Independent Study,"1 - 12","Donald Hunt","TBA","TBA","Non-Topical Research","",Open,0,30,0
10281,BIOC,9999,010,Independent Study,"1 - 12","Gary Owens","TBA","TBA","Non-Topical Research","",Open,0,30,0
10282,BIOC,9999,011,Independent Study,"1 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research","",Open,3,30,0
10280,BIOC,9999,012,Independent Study,"1 - 12","Lucy Pemberton","TBA","TBA","Non-Topical Research","",Open,0,30,0
10348,BIOC,9999,013,Independent Study,"1 - 12","Sepideh Khorasanizadeh","TBA","TBA","Non-Topical Research","",Open,0,30,0
10349,BIOC,9999,014,Independent Study,"1 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research","",Open,1,30,0
10350,BIOC,9999,015,Independent Study,"1 - 12","Peter Stukenberg","TBA","TBA","Non-Topical Research","",Open,0,30,0
10351,BIOC,9999,016,Independent Study,"1 - 12","Michael Timko","TBA","TBA","Non-Topical Research","",Open,0,30,0
10352,BIOC,9999,017,Independent Study,"1 - 12","David Wotton","TBA","TBA","Non-Topical Research","",Open,2,30,0
10375,BIOC,9999,018,Independent Study,"1 - 12","Patrick Concannon","TBA","TBA","Non-Topical Research","",Open,0,30,0
10714,BIOC,9999,019,Independent Study,"1 - 12","Daniel Foltz","TBA","TBA","Non-Topical Research","",Open,3,30,0
10745,BIOC,9999,020,Independent Study,"1 - 12","Aaron Mackey","TBA","TBA","Non-Topical Research","",Open,1,30,0
10746,BIOC,9999,021,Independent Study,"1 - 12","Marie-Louise Hammarskjold","TBA","TBA","Non-Topical Research","",Open,1,30,0
10835,BIOC,9999,022,Independent Study,"1 - 12","Mitchell Smith","TBA","TBA","Non-Topical Research","",Open,0,30,0
10836,BIOC,9999,023,Independent Study,"1 - 12","Hui Li","TBA","TBA","Non-Topical Research","",Open,0,30,0
10837,BIOC,9999,024,Independent Study,"1 - 12","Alison Criss","TBA","TBA","Non-Topical Research","",Open,0,30,0
10853,BIOC,9999,025,Independent Study,"1 - 12","Coleen McNamara","TBA","TBA","Non-Topical Research","",Open,1,30,0
10854,BIOC,9999,026,Independent Study,"1 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research","",Open,0,30,0
10855,BIOC,9999,027,Independent Study,"1 - 12","Ira Hall","TBA","TBA","Non-Topical Research","",Open,1,30,0
10872,BIOC,9999,028,Independent Study,"1 - 12","Gorav Ailawadi","TBA","TBA","Non-Topical Research","",Open,0,30,0
10875,BIOC,9999,029,Independent Study,"1 - 12","Michele Sale","TBA","TBA","Non-Topical Research","",Open,2,30,0
10999,BIOC,9999,030,Independent Study,"1 - 12","Zhen Yan","TBA","TBA","Non-Topical Research","",Open,0,30,0
12594,BIOC,9999,031,Independent Study,"1 - 12","Michael McConnell","TBA","TBA","Non-Topical Research","",Open,0,30,0
12935,BIOC,9999,032,Independent Study,"1 - 12","William Petri","TBA","TBA","Non-Topical Research","",Open,1,30,0
10058,BIOL,2010,001,Lecture,"3","David Kittlesen","MoTuWeThFr 10:00AM - 12:15PM","Gilmer Hall 190","Introduction to Biology: Cell Biology and Genetics","",Open,34,75,0
10059,BIOL,2020,001,Lecture,"3","Mark Kopeny","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 190","Introduction to Biology: Organismal and Evolutionary Biology","",Open,20,50,0
10060,BIOL,2030,001,Lecture,"2","David Kittlesen","MoTuWeThFr 1:00PM - 4:30PM","Gilmer Hall 166","Introduction to Biology: Cell Biology and Genetics Laboratory","",Open,31,48,0
10061,BIOL,2040,001,Lecture,"2","Mark Kopeny","MoTuWeThFr 12:00PM - 3:30PM","Gilmer Hall 166","Introduction to Biology: Organismal and Evolutionary Biology Laboratory","",Open,15,48,0
12606,BIOL,2070,001,Lecture,"3","Christine Connelly","MoTuWeThFr 10:00AM - 12:15PM","Gilmer Hall 141","Human Physiology and Anatomy II","",Open,29,40,0
10937,BIOL,3510,001,Laboratory,"3","Melissa Aikens","MoTuWeThFr 9:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Conservation Biology",Open,4,12,0
10933,BIOL,4510,001,Laboratory,"3","Zack Murrell","MoTuWeThFr 9:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Plant Conservation & Diversity",Open,7,30,0
10938,BIOL,4510,002,Laboratory,"4","Sonia Altizer","MoTuWeThFr 12:00AM - 12:00AM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Wildlife Disease Ecology",Open,6,30,0
10942,BIOL,4510,003,Laboratory,"4","Caitlin Gabor","MoTuWeThFr 12:00AM - 12:00AM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Behavioral Endocrinology",Open,5,30,0
10943,BIOL,4510,004,Laboratory,"3","Rachel Miller, Rytas Vilgalys","MoTuWeThFr 12:00AM - 12:00AM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Biology of Fungi",Open,7,30,0
10062,BIOL,4650,001,Lecture,"3","Michael Davis","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 225","Molecular Biology of Human Disease","",Open,8,25,0
10674,BIOL,4911,001,Independent Study,"2","David Kittlesen","TBA","TBA","Independent Research 1","",Open,3,100,0
10675,BIOL,4911,002,Independent Study,"2","David Kittlesen","TBA","TBA","Independent Research 1","",Open,3,100,0
10676,BIOL,4911,003,Independent Study,"2","George Bloom","TBA","TBA","Independent Research 1","",Open,0,100,0
10677,BIOL,4911,004,Independent Study,"2","George Bloom","TBA","TBA","Independent Research 1","",Open,0,100,0
10740,BIOL,4911,007,Independent Study,"2","W Wormington","TBA","TBA","Independent Research 1","",Open,0,100,0
10794,BIOL,4911,008,Independent Study,"2","Masashi Kawasaki","TBA","TBA","Independent Research 1","",Open,0,100,0
