ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
18860,AIRS,2200,001,Lecture,"1","Michael Kamorski","Tu 2:00PM - 2:50PM","Thornton Hall A120","The Evolution of Air and Space Power","",Open,15,40,0
18861,AIRS,2200,002,Lecture,"1","Michael Kamorski","Th 3:00PM - 3:50PM","Cauthen House 134","The Evolution of Air and Space Power","",Open,14,20,0
18862,AIRS,3200,001,Lecture,"3","Jennifer Hubal","Tu 12:30PM - 3:30PM","Cauthen House 134","Concepts of Air Force Leadership and Management","",Open,7,25,0
18863,AIRS,4200,001,Lecture,"3","Steven Hiss","Tu 12:30PM - 3:30PM","TBA","National Security Affairs/Preparation for Active Duty","",Open,11,30,0
10141,ALAR,7020,001,Studio,"6","Manuel Bailo Esteve, Matthew Jull","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,28,80,0
10287,ALAR,7020,002,Studio,"6","Joerg Sieweke","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,7,30,0
10143,ALAR,8020,001,Studio,"6","Charles Menefee, Nana Last","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,20,30,0
10187,ALAR,8020,003,Studio,"6","Manuel Bailo Esteve","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,0,20,0
20558,ALAR,8020,004,Studio,"6","Brian Osborn","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,8,15,0
21885,ALAR,8102,001,Seminar,"2","John Quale","Fr 12:00PM - 2:00PM","Campbell Hall 425","Design Research Seminar","",Open,4,10,0
10352,ALAR,8993,001,Independent Study,"1 - 6","Ignacio Alday Sanz","MoFr 2:00PM - 5:45PM","TBA","Independent Study","",Open,0,2,0
10153,ALAR,8995,001,Studio,"6","Leena Cho","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,1,15,0
10250,ALAR,8995,002,Studio,"6","Teresa Gali Izard","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,0,15,0
10251,ALAR,8995,003,Studio,"6","Michael Lee","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,1,15,0
10252,ALAR,8995,004,Studio,"6","Elizabeth Meyer","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,0,15,0
10253,ALAR,8995,005,Studio,"6","Brian Osborn","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,0,15,0
10255,ALAR,8995,007,Studio,"6","Nancy Takahashi","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,0,15,0
10256,ALAR,8995,008,Studio,"6","John Quale","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,1,15,0
21468,ALAR,8995,009,Studio,"6","Julie Bargmann","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,1,12,0
22079,ALAR,8995,010,Studio,"6","Peter Waldman","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Closed,2,1,0
15115,AMST,2300,001,Lecture,"3","Daniel Chavez","MoWe 2:00PM - 3:15PM","New Cabell Hall 032","Introduction to U.S. Latino Studies","",Closed,26,25,0
15913,AMST,2500,001,Lecture,"3","Ashley Williams","MoWe 3:30PM - 4:45PM","New Cabell Hall 107","Major Works for American Studies","Language and New Media",Closed,25,25,0
16253,AMST,2500,002,Lecture,"3","David Woody","TuTh 2:00PM - 3:15PM","Nau Hall 142","Major Works for American Studies","Am Photography Since 1945",Closed,14,10,0
21005,AMST,2500,003,Lecture,"3","Shilpa Dave","TuTh 9:30AM - 10:45AM","Nau Hall 141","Major Works for American Studies","Racial Borders & Amer Cinema",Open,12,15,0
21006,AMST,2500,004,Lecture,"3","Lisa Goff","MoWe 2:00PM - 3:15PM","New Cabell Hall 132","Major Works for American Studies","Point of View Journalism",Closed,10,9,0
21009,AMST,2500,005,Lecture,"3","Sandhya Shukla","TuTh 9:30AM - 10:45AM","Bryan Hall 328","Major Works for American Studies","Harlem Stories",Open,10,15,0
15116,AMST,3001,002,Seminar,"3","Lisa Goff","MoWe 5:00PM - 6:15PM","New Cabell Hall 211","Theories and Methods of American Studies","",Closed,18,18,0
11781,AMST,4500,001,Seminar,"3","Anna Brickhouse","TuTh 11:00AM - 12:15PM","Bryan Hall 332","Fourth-Year Seminar in American Studies","Literature of the Americas",Closed,9,9,0
20302,AMST,4500,002,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Bryan Hall 332","Fourth-Year Seminar in American Studies","Post 9/11 Culture",Closed,9,9,0
14387,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,30,0
14318,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,0,30,0
14319,AMST,4993,002,Independent Study,"3","Daniel Chavez","TBA","TBA","Independent Study","",Open,0,30,0
14320,AMST,4993,003,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,0,30,0
14321,AMST,4993,004,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,0,30,0
14322,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,0,30,0
14323,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,0,30,0
14324,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,1,30,0
14325,AMST,4993,008,Independent Study,"3","Ruth Hill","TBA","TBA","Independent Study","",Open,0,30,0
14326,AMST,4993,009,Independent Study,"3","Eric Lott","TBA","TBA","Independent Study","",Open,0,30,0
14327,AMST,4993,010,Independent Study,"3","Maurie McInnis","TBA","TBA","Independent Study","",Open,0,30,0
14328,AMST,4993,011,Independent Study,"3","Christian McMillen","TBA","TBA","Independent Study","",Open,0,30,0
14329,AMST,4993,012,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,0,30,0
16207,AMST,4993,013,Independent Study,"3","Lisa Goff","TBA","TBA","Independent Study","",Open,0,30,0
16555,AMST,4993,014,Independent Study,"3","Ashley Williams","TBA","TBA","Independent Study","",Open,0,5,0
12808,AMST,4999,001,Seminar,"3","Matthew Hedstrom","We 3:30PM - 6:00PM","Bryan Hall 312","Distinguished Majors Thesis Seminar","",Open,4,6,0
10374,ANTH,1010,100,Lecture,"3","Daniel Lefkowitz, John Stoetzel","MoWe 10:00AM - 10:50AM","Dell 1 103","Introduction to Anthropology","",Closed,60,60,0
14389,ANTH,1010,101,Discussion,"3","Giancarlo Rolando Betancourt","We 6:00PM - 6:50PM","Brooks Hall 103","Introduction to Anthropology","",Closed,21,20,0
14390,ANTH,1010,102,Discussion,"3","Giancarlo Rolando Betancourt","Fr 9:00AM - 9:50AM","New Cabell Hall 107","Introduction to Anthropology","",Closed,20,20,0
14391,ANTH,1010,103,Discussion,"3","Giancarlo Rolando Betancourt","We 7:00PM - 7:50PM","Brooks Hall 103","Introduction to Anthropology","",Closed,19,20,0
20887,ANTH,2120,100,Lecture,"3","Ira Bashkow","TuTh 11:00AM - 12:15PM","Dell 1 103","The Concept of Culture","",Open,55,60,0
21189,ANTH,2120,101,Discussion,"3","Anna Eisenstein","We 5:00PM - 5:50PM","Cocke Hall 115","The Concept of Culture","",Closed,19,20,0
21190,ANTH,2120,102,Discussion,"3","Anna Eisenstein","We 6:00PM - 6:50PM","Cocke Hall 115","The Concept of Culture","",Open,19,20,0
21191,ANTH,2120,103,Discussion,"3","Anna Eisenstein","We 7:00PM - 7:50PM","Cocke Hall 115","The Concept of Culture","",Open,17,20,0
14381,ANTH,2280,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","Claude Moore Nursing Educ G010","Medical Anthropology","",Closed,61,60,0
19603,ANTH,2320,100,Lecture,"3","Peter Metcalf","MoWe 11:00AM - 11:50AM","Physics Bldg 204","Anthropology of Religion","",Open,119,120,0
19604,ANTH,2320,101,Discussion,"3","Irtefa Binte-farid","We 4:00PM - 4:50PM","McLeod Hall 2007","Anthropology of Religion","",Closed,20,20,0
19605,ANTH,2320,102,Discussion,"3","Irtefa Binte-farid","We 5:00PM - 5:50PM","McLeod Hall 2007","Anthropology of Religion","",Closed,21,20,0
19606,ANTH,2320,103,Discussion,"3","Irtefa Binte-farid","We 6:00PM - 6:50PM","McLeod Hall 2007","Anthropology of Religion","",Closed,20,20,0
19607,ANTH,2320,104,Discussion,"3","Lee Bloch","Fr 8:00AM - 8:50AM","McLeod Hall 2007","Anthropology of Religion","",Open,18,20,0
19608,ANTH,2320,105,Discussion,"3","Lee Bloch","Fr 10:00AM - 10:50AM","New Cabell Hall 132","Anthropology of Religion","",Closed,20,20,0
19609,ANTH,2320,106,Discussion,"3","Lee Bloch","Fr 9:00AM - 9:50AM","McLeod Hall 2007","Anthropology of Religion","",Closed,20,20,0
15014,ANTH,2340,001,Lecture,"3","Ravindra Khare","Tu 2:00PM - 4:30PM","Chemistry Bldg 304","Anthropology of Birth and Death","",Open,54,60,0
10375,ANTH,2360,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Maury Hall 104","Don Juan and Castaneda","",Closed,67,60,0
12749,ANTH,2365,001,Lecture,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Dell 2 100","Art and Anthropology","",Open,33,35,0
16001,ANTH,2400,100,Lecture,"3","Ellen Contini-Morava","MoWe 11:00AM - 11:50AM","Gilmer Hall 190","Language and Culture","",Closed,120,120,0
16002,ANTH,2400,101,Discussion,"3","Michael Wenzel","We 4:00PM - 4:50PM","Shannon House 111","Language and Culture","",Closed,20,20,0
16003,ANTH,2400,102,Discussion,"3","Jiyeon Kang","We 5:00PM - 5:50PM","Shannon House 111","Language and Culture","",Closed,20,20,0
16004,ANTH,2400,103,Discussion,"3","Jiyeon Kang","Fr 10:00AM - 10:50AM","New Cabell Hall 209","Language and Culture","",Closed,21,20,0
19610,ANTH,2400,104,Discussion,"3","Michael Wenzel","We 1:00PM - 1:50PM","Wilson Hall 235","Language and Culture","",Closed,20,20,0
19611,ANTH,2400,105,Discussion,"3","Jiyeon Kang","We 6:00PM - 6:50PM","Shannon House 111","Language and Culture","",Open,19,20,0
19612,ANTH,2400,106,Discussion,"3","Michael Wenzel","Th 3:30PM - 4:20PM","Maury Hall 110","Language and Culture","",Closed,20,20,0
19613,ANTH,2410,100,Lecture,"3","Liliana Daskalova Perkowski","MoWe 9:00AM - 9:50AM","Monroe Hall 130","Sociolinguistics","",Closed,60,60,0
19614,ANTH,2410,101,Discussion,"3","Mary Pancoast","We 12:00PM - 12:50PM","Brooks Hall 103","Sociolinguistics","",Closed,20,20,0
19615,ANTH,2410,102,Discussion,"3","Mary Pancoast","Th 9:30AM - 10:20AM","Dell 2 102","Sociolinguistics","",Closed,20,20,0
19616,ANTH,2410,103,Discussion,"3","Mary Pancoast","Th 8:30AM - 9:20AM","Chemistry Bldg 262","Sociolinguistics","",Closed,20,20,0
15670,ANTH,2430,100,Lecture,"3","Lise Dobrin","MoWe 10:00AM - 10:50AM","Maury Hall 115","Languages of the World","",Open,54,60,0
15671,ANTH,2430,101,Discussion,"3","Jessica Boynton","We 1:00PM - 1:50PM","New Cabell Hall 268","Languages of the World","",Open,19,20,0
15672,ANTH,2430,102,Discussion,"3","Jessica Boynton","Fr 12:00PM - 12:50PM","New Cabell Hall 111","Languages of the World","",Open,17,20,0
15673,ANTH,2430,103,Discussion,"3","Jessica Boynton","Fr 9:00AM - 9:50AM","Wilson Hall 215","Languages of the World","",Open,18,20,0
19617,ANTH,2500,001,Lecture,"3","Yu-Chien Huang","MoWeFr 9:00AM - 9:50AM","Maury Hall 115","Cultures, Regions, and Civilizations","Peoples - Cultures of Oceania",Open,28,30,0
21906,ANTH,2559,001,Lecture,"3","Arsalan Khan","TuTh 2:00PM - 3:15PM","Wilson Hall 235","New Course in Anthropology","MediaReligion&NationalismSA",Open,8,20,0
21907,ANTH,2559,002,Lecture,"3","Rose Wellman","TuTh 3:30PM - 4:45PM","Wilson Hall 140","New Course in Anthropology","MuslimsME&SA",Open,20,30,0
19618,ANTH,2589,001,Lecture,"3","Erika Brant","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 191","Topics in Archaeology","Arch of Ancestors & Death",Closed,25,25,0
14382,ANTH,2590,001,Lecture,"3","Rafael Alvarado","TuTh 11:00AM - 12:15PM","Dell 1 105","Social and Cultural Anthropology","Internet: Another Country",Closed,30,30,0
15223,ANTH,2590,002,Lecture,"3","Kathleen Weston","MoWe 2:00PM - 3:15PM","Maury Hall 104","Social and Cultural Anthropology","Disaster",Open,58,60,0
19620,ANTH,2820,100,Lecture,"3","Patricia Wattenmaker","TuTh 2:00PM - 2:50PM","Dell 1 103","The Emergence of States and Cities","",Open,50,60,0
19621,ANTH,2820,101,Discussion,"3","Katherine Shakour","Th 5:00PM - 5:50PM","New Cabell Hall 132","The Emergence of States and Cities","",Open,17,20,0
19622,ANTH,2820,102,Discussion,"3","Katherine Shakour","Fr 9:00AM - 9:50AM","New Cabell Hall 183","The Emergence of States and Cities","",Open,17,20,0
19623,ANTH,2820,103,Discussion,"3","Katherine Shakour","Fr 10:00AM - 10:50AM","New Cabell Hall 056","The Emergence of States and Cities","",Open,16,20,0
19624,ANTH,3020,100,Seminar,"4","Jeffrey Hantman","MoWe 3:30PM - 4:45PM","Maury Hall 104","Using Anthropology in the Contemporary World","",Open,47,60,0
19625,ANTH,3020,101,Discussion,"4","Macario Garcia","Th 7:00PM - 7:50PM","Brooks Hall 103","Using Anthropology in the Contemporary World","",Open,19,20,0
19626,ANTH,3020,102,Discussion,"4","Macario Garcia","Th 5:00PM - 5:50PM","Brooks Hall 103","Using Anthropology in the Contemporary World","",Closed,20,20,0
19627,ANTH,3020,103,Discussion,"4","Macario Garcia","Fr 9:00AM - 9:50AM","New Cabell Hall 287","Using Anthropology in the Contemporary World","",Open,8,20,0
15677,ANTH,3129,001,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","Claude Moore Nursing Educ G010","Marriage, Mortality, Fertility","",Open,44,60,0
19628,ANTH,3130,001,Lecture,"3","John Shepherd","MoWe 2:00PM - 3:15PM","New Cabell Hall 058","Disease, Epidemics and Society","",Open,21,30,0
19629,ANTH,3175,001,Lecture,"3","Jeffrey Hantman","Th 2:00PM - 4:30PM","McLeod Hall 2005","Native American Art: The Astor Collection","",Open,12,15,0
19630,ANTH,3340,100,Lecture,"3","Frederick Damon","MoWe 10:00AM - 10:50AM","Maury Hall 104","Ecology and Society: An Introduction to the New Ecological Anthropology","",Open,22,60,0
19631,ANTH,3340,101,Discussion,"3","Jacqueline Cieslak","We 6:00PM - 6:50PM","Monroe Hall 114","Ecology and Society: An Introduction to the New Ecological Anthropology","",Open,15,20,0
19632,ANTH,3340,102,Discussion,"3","Jacqueline Cieslak","We 7:00PM - 7:50PM","Monroe Hall 114","Ecology and Society: An Introduction to the New Ecological Anthropology","",Open,7,20,0
19633,ANTH,3340,103,Discussion,"3","Jacqueline Cieslak","Fr 9:00AM - 9:50AM","New Cabell Hall 036","Ecology and Society: An Introduction to the New Ecological Anthropology","",Open,0,20,0
19634,ANTH,3370,100,Lecture,"3","George Mentore","TuTh 3:30PM - 4:45PM","Claude Moore Nursing Educ G120","Power and the Body","",Open,41,60,0
19635,ANTH,3370,101,Discussion,"3","Julia Haines","Th 12:30PM - 1:20PM","Fayerweather Hall 206","Power and the Body","",Closed,20,20,0
19636,ANTH,3370,102,Discussion,"3","Julia Haines","Fr 12:00PM - 12:50PM","Brooks Hall 103","Power and the Body","",Open,14,20,0
19637,ANTH,3370,103,Discussion,"3","Julia Haines","Fr 1:00PM - 1:50PM","New Cabell Hall 132","Power and the Body","",Open,7,20,0
20562,ANTH,3450,001,Lecture,"3","Eve Danziger","MoWe 2:00PM - 3:15PM","Physics Bldg 210","Native American Languages","",Open,17,20,0
20133,ANTH,3470,001,Lecture,"3","Daniel Lefkowitz","TuTh 9:30AM - 10:45AM","New Cabell Hall 058","Language and Culture in the Middle East","",Closed,15,13,0
20563,ANTH,3590,003,Lecture,"3","Lucas de Carvalho","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 268","Social and Cultural Anthropology","Indigenous Peoples & the State",Open,11,30,0
15016,ANTH,3890,001,Lecture,"3","Stephen Plog","TuTh 11:00AM - 12:15PM","New Cabell Hall 058","Archaeology of the American Southwest","",Closed,40,40,0
21275,ANTH,4590,001,Seminar,"3","Katherine Wiley","We 3:30PM - 6:00PM","New Cabell Hall 209","Social & Cultural Anthropology","Women&Muslim Culture in Africa",Closed,9,16,0
12226,ANTH,4591,001,Seminar,"3","Ravindra Khare","Th 2:00PM - 4:30PM","New Cabell Hall 287","Senior Seminar in Anthropology","Social Inequalities Amid Globa",Open,11,18,0
12227,ANTH,4591,002,Seminar,"3","Stephen Plog","MoWe 2:00PM - 3:15PM","Brooks Hall 103","Senior Seminar in Anthropology","Native Amer Prehistory",Open,14,18,0
19639,ANTH,4591,003,Seminar,"3","George Mentore","TuTh 11:00AM - 12:15PM","McLeod Hall 2005","Senior Seminar in Anthropology","Philosophical Anthropology",Open,17,18,0
10380,ANTH,4993,001,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,2,25,0
10381,ANTH,4993,002,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14301,ANTH,4993,003,Independent Study,"1 - 6","Fraser Neiman","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14305,ANTH,4993,005,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,1,10,0
14354,ANTH,4993,006,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
14788,ANTH,4993,007,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Closed,3,3,0
14821,ANTH,4993,008,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14822,ANTH,4993,010,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14823,ANTH,4993,011,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,1,5,0
14824,ANTH,4993,012,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14825,ANTH,4993,013,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14826,ANTH,4993,014,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14827,ANTH,4993,015,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14828,ANTH,4993,016,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14829,ANTH,4993,017,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14830,ANTH,4993,018,Independent Study,"1 - 6","Susan McKinnon","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14831,ANTH,4993,019,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14832,ANTH,4993,020,Independent Study,"1 - 6","Peter Metcalf","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14833,ANTH,4993,021,Independent Study,"1 - 6","John Shepherd","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14834,ANTH,4993,022,Independent Study,"1 - 6","Kathleen Weston","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14894,ANTH,4993,023,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,1,30,0
16258,ANTH,4993,024,Independent Study,"1 - 6","Allison Alexy","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
16314,ANTH,4993,025,Independent Study,"1 - 6","Caren Freeman","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
10382,ANTH,4998,001,Independent Study,"3","Staff","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14330,ANTH,4998,002,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14814,ANTH,4998,003,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14835,ANTH,4998,004,Independent Study,"3","Yarimar Bonilla","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14836,ANTH,4998,005,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14837,ANTH,4998,006,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14838,ANTH,4998,007,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14839,ANTH,4998,008,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14840,ANTH,4998,009,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
