ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
20120,ACCT,5310,701,Lecture,"3","Gary Brooks","Th 6:30PM - 9:30PM","Northern Virginia Center","Selected Topics in Advanced Accounting","",Open,7,24,0
18810,AIRS,100,001,Laboratory,"0","Jennifer Hubal","Tu 3:30PM - 5:30PM","Physics Bldg 203","Leadership Laboratory","",Open,43,60,0
21883,AIRS,100,002,Laboratory,"0","Jennifer Hubal","Su 9:00AM - 11:00AM","Astronomy Bldg 139","Leadership Laboratory","",Open,6,50,0
18804,AIRS,1200,001,Lecture,"1","Michael Kamorski","Tu 1:00PM - 1:50PM","Gilmer Hall 166","The Foundations of the U.S. Air Force","",Open,16,49,0
18805,AIRS,1200,002,Lecture,"1","Michael Kamorski","Th 2:00PM - 2:50PM","Chemistry Bldg 305","The Foundations of the U.S. Air Force","",Open,21,30,0
18806,AIRS,2200,001,Lecture,"1","Michael Kamorski","Tu 2:00PM - 2:50PM","Gilmer Hall 166","The Evolution of Air and Space Power","",Open,6,20,0
18807,AIRS,2200,002,Lecture,"1","Michael Kamorski","Th 3:00PM - 3:50PM","Cauthen House 112","The Evolution of Air and Space Power","",Open,1,10,0
18808,AIRS,3200,001,Lecture,"3","Jennifer Hubal","Tu 12:30PM - 3:30PM","Chemistry Bldg 305","Concepts of Air Force Leadership and Management","",Open,7,25,0
21821,AIRS,3200,002,Lecture,"3","Jennifer Hubal","Tu 6:30PM - 9:00PM","Astronomy Bldg 139","Concepts of Air Force Leadership and Management","",Open,6,32,0
18809,AIRS,4200,001,Lecture,"3","Steven Hiss","Tu 12:30PM - 3:30PM","TBA","National Security Affairs/Preparation for Active Duty","",Open,8,30,0
10322,ALAR,7020,001,Studio,"6","Matthew Jull, W Clark","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,24,80,0
10401,ALAR,7020,002,Studio,"6","Nana Last","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,0,20,0
21039,ALAR,7020,003,Studio,"6","Joerg Sieweke","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,13,30,0
21040,ALAR,7020,004,Studio,"6","Karen Van Lengen","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,0,30,0
10328,ALAR,8020,001,Studio,"6","Margarita Jover Biboum","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,0,30,0
10329,ALAR,8020,002,Studio,"6","Charles Menefee","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,10,30,0
10330,ALAR,8020,003,Studio,"6","Nana Last","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,0,30,0
10400,ALAR,8020,005,Studio,"6","Karen Van Lengen","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Comprehensive Design Research Studio II","",Open,1,20,0
21901,ALAR,8993,001,Independent Study,"1 - 6","W Clark","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Study","",Open,1,2,0
21902,ALAR,8993,002,Independent Study,"1 - 6","William Sherman","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Study","",Open,1,2,0
10341,ALAR,8995,001,Studio,"6","Leena Cho","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,2,15,0
20239,ALAR,8995,002,Studio,"6","Teresa Gali Izard","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,2,15,0
20240,ALAR,8995,003,Studio,"6","Michael Lee","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,2,15,0
20241,ALAR,8995,004,Studio,"6","Elizabeth Meyer","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,5,15,0
20242,ALAR,8995,005,Studio,"6","Brian Osborn","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,1,15,0
20243,ALAR,8995,006,Studio,"6","Karen Van Lengen","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,7,15,0
20244,ALAR,8995,007,Studio,"6","Nancy Takahashi","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,2,15,0
20245,ALAR,8995,008,Studio,"6","W Clark","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Thesis Studio","",Open,0,15,0
22054,ALAR,8995,009,,"","Joerg Sieweke","MoFr 2:00PM - 5:45PM","Campbell Hall 401","","",Open,2,30,0
21359,AM,7140,001,Lecture,"3","Staff","TBA","TBA","Nonlinear Elasticity Theory","",Open,0,0,0
16126,AMST,2300,001,Lecture,"3","Daniel Chavez","MoWeFr 10:00AM - 10:50AM","Bryan Hall 328","Introduction to U.S. Latino Studies","",Open,21,25,0
19956,AMST,2500,001,Lecture,"3","Ashley Williams","MoWe 3:30PM - 4:45PM","Bryan Hall 328","Major Works for American Studies","Language and New Media",Closed,26,25,0
20408,AMST,2500,002,Lecture,"3","Carmenita Higginbotham","TuTh 9:30AM - 10:45AM","Physics Bldg 205","Major Works for American Studies","Art of Disney",Closed,36,35,0
21131,AMST,2500,003,Lecture,"3","David Woody","TuTh 9:30AM - 10:45AM","McLeod Hall 2006","Major Works for American Studies","Am Photography Since 1945",Closed,12,12,0
21132,AMST,2500,004,Lecture,"3","Jeremy Boggs","We 6:30PM - 9:00PM","Monroe Hall 114","Major Works for American Studies","Digital American Studies",Closed,22,22,0
19973,AMST,2753,100,Lecture,"4","Louis Nelson, Maurie McInnis","MoWe 2:00PM - 3:15PM","Minor Hall 125","Arts and Cultures of the Slave South","",Open,63,160,0
20267,AMST,2753,101,Discussion,"4","Catherine Hundley","Mo 11:00AM - 11:50AM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Closed,7,16,0
20268,AMST,2753,102,Discussion,"4","Catherine Hundley","Mo 12:00PM - 12:50PM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Open,6,16,0
20269,AMST,2753,103,Discussion,"4","Elizabeth Dwyer","Th 9:00AM - 9:50AM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Open,5,16,0
20270,AMST,2753,104,Discussion,"4","Elizabeth Dwyer","We 12:00PM - 12:50PM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Closed,9,16,0
20271,AMST,2753,105,Discussion,"4","Victoria Valdes","Th 10:00AM - 10:50AM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Open,7,16,0
20272,AMST,2753,106,Discussion,"4","Elizabeth Dwyer","We 6:00PM - 6:50PM","Fayerweather Hall 206","Arts and Cultures of the Slave South","",Open,7,16,0
21016,AMST,2753,107,Discussion,"4","Catherine Hundley","Tu 1:00PM - 1:50PM","Fayerweather Hall 206","Arts and Cultures of the Slave South","",Open,9,16,0
21017,AMST,2753,108,Discussion,"4","Victoria Valdes","Th 11:00AM - 11:50AM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Closed,6,16,0
21018,AMST,2753,109,Discussion,"4","Victoria Valdes","Th 12:00PM - 12:50PM","Fayerweather Hall 215","Arts and Cultures of the Slave South","",Open,7,16,0
12075,AMST,3001,001,Seminar,"3","Matthew Hedstrom","TuTh 3:30PM - 4:45PM","Bryan Hall 334","Theories and Methods of American Studies","",Closed,18,18,0
16127,AMST,3001,002,Seminar,"3","Lisa Goff","MoWe 2:00PM - 3:15PM","New Cabell Hall 320","Theories and Methods of American Studies","",Open,9,18,0
19972,AMST,3180,001,Lecture,"3","Sylvia Chong","MoWe 2:00PM - 3:15PM","Maury Hall 115","Introduction to Asian American Studies","",Open,13,20,0
12074,AMST,4500,001,Seminar,"3","Eric Lott","MoWe 5:00PM - 6:15PM","Monroe Hall 114","Fourth-Year Seminar in American Studies","",Closed,12,9,0
14939,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,30,0
14866,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,0,30,0
14867,AMST,4993,002,Independent Study,"3","Daniel Chavez","TBA","TBA","Independent Study","",Open,1,30,0
14868,AMST,4993,003,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,0,30,0
14869,AMST,4993,004,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,1,30,0
14870,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,0,30,0
14871,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,0,30,0
14872,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,0,30,0
14873,AMST,4993,008,Independent Study,"3","Ruth Hill","TBA","TBA","Independent Study","",Open,0,30,0
14874,AMST,4993,009,Independent Study,"3","Eric Lott","TBA","TBA","Independent Study","",Open,0,30,0
14875,AMST,4993,010,Independent Study,"3","Maurie McInnis","TBA","TBA","Independent Study","",Open,0,30,0
14876,AMST,4993,011,Independent Study,"3","Christian McMillen","TBA","TBA","Independent Study","",Open,0,30,0
14877,AMST,4993,012,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,0,30,0
21051,AMST,4993,013,Independent Study,"3","Lisa Goff","TBA","TBA","Independent Study","",Open,0,30,0
21975,AMST,4993,014,Independent Study,"3","Ashley Williams","TBA","TBA","Independent Study","",Open,1,5,0
13205,AMST,4999,001,Seminar,"3","Carmenita Higginbotham","Mo 9:00AM - 10:30AM","Contact Department","Distinguished Majors Thesis Seminar","",Open,5,6,0
10492,ANTH,1010,100,Lecture,"3","Andrew Graan","MoWe 10:00AM - 10:50AM","Physics Bldg 204","Introduction to Anthropology","",Closed,120,120,0
14941,ANTH,1010,101,Discussion,"3","Nathalie Nahas","Th 4:00PM - 4:50PM","New Cabell Hall 438","Introduction to Anthropology","",Open,19,20,0
14942,ANTH,1010,102,Discussion,"3","Macario Garcia","Fr 9:00AM - 9:50AM","Wilson Hall 235","Introduction to Anthropology","",Closed,20,20,0
14943,ANTH,1010,103,Discussion,"3","Macario Garcia","We 7:00PM - 7:50PM","Chemistry Bldg 303","Introduction to Anthropology","",Closed,21,20,0
19597,ANTH,1010,104,Discussion,"3","Macario Garcia","Th 8:30AM - 9:20AM","Brooks Hall 103","Introduction to Anthropology","",Closed,20,20,0
19598,ANTH,1010,105,Discussion,"3","Nathalie Nahas","Th 11:00AM - 11:50AM","Brooks Hall 103","Introduction to Anthropology","",Closed,21,20,0
19599,ANTH,1010,106,Discussion,"3","Nathalie Nahas","Th 7:00PM - 7:50PM","Cocke Hall 115","Introduction to Anthropology","",Open,19,20,0
13139,ANTH,2153,100,Lecture,"3","Jeffrey Hantman","MoWe 2:00PM - 2:50PM","Wilson Hall 301","North American Indians","",Open,171,180,0
19600,ANTH,2153,101,Discussion,"3","Giancarlo Rolando Betancourt","Th 8:30AM - 9:20AM","Bryan Hall 235","North American Indians","",Closed,20,20,0
19601,ANTH,2153,102,Discussion,"3","Giancarlo Rolando Betancourt","Th 11:00AM - 11:50AM","New Cabell Hall 438","North American Indians","",Closed,20,20,0
19602,ANTH,2153,103,Discussion,"3","Giancarlo Rolando Betancourt","Fr 11:00AM - 11:50AM","New Cabell Hall 424","North American Indians","",Open,19,20,0
19603,ANTH,2153,104,Discussion,"3","Alessandro Questa Rebolledo","Fr 2:00PM - 2:50PM","Physics Bldg 210","North American Indians","",Closed,20,20,0
19604,ANTH,2153,105,Discussion,"3","Alessandro Questa Rebolledo","Fr 9:00AM - 9:50AM","New Cabell Hall 415","North American Indians","",Closed,20,20,0
19605,ANTH,2153,106,Discussion,"3","Alessandro Questa Rebolledo","Fr 10:00AM - 10:50AM","Maury Hall 110","North American Indians","",Open,18,20,0
21479,ANTH,2153,107,Discussion,"3","Susan Palazzo","Th 9:30AM - 10:20AM","McLeod Hall 2005","North American Indians","",Open,18,20,0
21480,ANTH,2153,108,Discussion,"3","Susan Palazzo","Fr 9:00AM - 9:50AM","New Cabell Hall 521","North American Indians","",Open,16,20,0
21481,ANTH,2153,109,Discussion,"3","Susan Palazzo","Fr 10:00AM - 10:50AM","Physics Bldg 218","North American Indians","",Closed,20,20,0
14933,ANTH,2280,001,Lecture,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Maury Hall 104","Medical Anthropology","",Closed,60,60,0
15954,ANTH,2340,001,Lecture,"3","Ravindra Khare","Tu 3:30PM - 6:00PM","New Cabell Hall 419","Anthropology of Birth and Death","",Open,24,30,0
10493,ANTH,2360,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Wilson Hall 301","Don Juan and Castaneda","",Closed,121,120,0
13138,ANTH,2365,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","New Cabell Hall 437","Art and Anthropology","",Closed,35,35,0
20348,ANTH,2400,100,Lecture,"3","Liliana Daskalova Perkowski","MoWe 12:00PM - 12:50PM","Maury Hall 115","Language and Culture","",Closed,62,60,0
20349,ANTH,2400,101,Discussion,"3","Patrick Conlon","Th 2:00PM - 2:50PM","New Cabell Hall 521","Language and Culture","",Open,18,20,0
20350,ANTH,2400,102,Discussion,"3","Patrick Conlon","Th 11:00AM - 11:50AM","New Cabell Hall 542","Language and Culture","",Closed,20,20,0
20351,ANTH,2400,103,Discussion,"3","Patrick Conlon","Fr 10:00AM - 10:50AM","New Cabell Hall 437","Language and Culture","",Closed,24,20,0
19606,ANTH,2430,100,Lecture,"3","Lise Dobrin","MoWe 11:00AM - 11:50AM","New Cabell Hall 311","Languages of the World","",Open,58,60,0
19607,ANTH,2430,101,Discussion,"3","Alison Broach","We 1:00PM - 1:50PM","Brooks Hall 103","Languages of the World","",Closed,20,20,0
19608,ANTH,2430,102,Discussion,"3","Alison Broach","Fr 12:00PM - 12:50PM","New Cabell Hall 542","Languages of the World","",Open,18,20,0
19609,ANTH,2430,103,Discussion,"3","Alison Broach","Fr 9:00AM - 9:50AM","New Cabell Hall 207","Languages of the World","",Closed,20,20,0
19611,ANTH,2589,100,Lecture,"3","Abigail Holeman","MoWe 9:00AM - 9:50AM","Wilson Hall 301","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Open,52,60,0
19612,ANTH,2589,101,Discussion,"3","Katherine Shakour","Fr 9:00AM - 9:50AM","New Cabell Hall 211","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Open,16,20,0
19613,ANTH,2589,102,Discussion,"3","Katherine Shakour","We 6:00PM - 6:50PM","Brooks Hall 103","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Open,19,20,0
19614,ANTH,2589,103,Discussion,"3","Katherine Shakour","Fr 12:00PM - 12:50PM","New Cabell Hall 516","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Open,17,20,0
19615,ANTH,2589,104,Discussion,"3","Katherine Shakour","Th 9:30AM - 10:20AM","TBA","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Closed,0,0,0
19616,ANTH,2589,105,Discussion,"3","Katherine Shakour","Fr 9:00AM - 9:50AM","TBA","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Closed,0,0,0
19617,ANTH,2589,106,Discussion,"3","Katherine Shakour","Fr 10:00AM - 10:50AM","TBA","Topics in Archaeology","Ancient Maya, Aztec and Mixtec",Closed,0,0,0
14934,ANTH,2590,001,Lecture,"3","Andrew Graan","MoWeFr 3:00PM - 3:50PM","Chemistry Bldg 303","Social and Cultural Anthropology","White Privilege and Racial Ine",Open,27,30,0
16332,ANTH,2590,200,Lecture,"3","Sergio Lopez","TuTh 9:30AM - 10:20AM","Maury Hall 115","Social and Cultural Anthropology","Anthropology of Business",Open,50,60,0
19618,ANTH,2590,201,Discussion,"3","Jacqueline Cieslak","Th 2:00PM - 2:50PM","Brooks Hall 103","Social and Cultural Anthropology","Anthropology of Business",Closed,20,20,0
19619,ANTH,2590,202,Discussion,"3","Jacqueline Cieslak","Fr 9:00AM - 9:50AM","Brooks Hall 103","Social and Cultural Anthropology","Anthropology of Business",Open,10,20,0
19620,ANTH,2590,203,Discussion,"3","Jacqueline Cieslak","Fr 11:00AM - 11:50AM","New Cabell Hall 211","Social and Cultural Anthropology","Anthropology of Business",Closed,20,20,0
10498,ANTH,3010,100,Lecture,"4","Ira Bashkow","TuTh 11:00AM - 12:15PM","Rouss Hall 403","Theory and History of Anthropology","",Open,29,43,0
10501,ANTH,3010,101,Discussion,"4","Carolyn Howarter","Th 7:00PM - 7:50PM","Physics Bldg 210","Theory and History of Anthropology","",Open,12,15,0
10499,ANTH,3010,102,Discussion,"4","Carolyn Howarter","Th 5:00PM - 5:50PM","New Cabell Hall 232","Theory and History of Anthropology","",Open,13,15,0
10500,ANTH,3010,103,Discussion,"4","Carolyn Howarter","Fr 9:00AM - 9:50AM","New Cabell Hall 268","Theory and History of Anthropology","",Open,4,15,0
19621,ANTH,3129,001,Lecture,"3","John Shepherd","TuTh 12:30PM - 1:45PM","Chemistry Bldg 304","Marriage, Mortality, Fertility","",Open,38,60,0
19622,ANTH,3170,001,Lecture,"3","Andrew Graan","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 411","Anthropology of Media","",Closed,46,45,0
19623,ANTH,3490,100,Lecture,"3","Eve Danziger","WeFr 9:00AM - 9:50AM","Maury Hall 115","Language and Thought","",Open,58,60,0
19624,ANTH,3490,101,Discussion,"3","Mary Pancoast","Mo 5:00PM - 5:50PM","New Cabell Hall 521","Language and Thought","",Open,19,20,0
19625,ANTH,3490,102,Discussion,"3","Mary Pancoast","Mo 2:00PM - 2:50PM","New Cabell Hall 268","Language and Thought","",Closed,20,20,0
19626,ANTH,3490,103,Discussion,"3","Mary Pancoast","Mo 6:00PM - 6:50PM","New Cabell Hall 521","Language and Thought","",Open,19,20,0
19627,ANTH,3550,001,Lecture,"3","Peter Metcalf","MoWe 5:00PM - 6:15PM","New Cabell Hall 291","Ethnography","Read- Interpret Ethnography",Closed,20,20,0
19628,ANTH,3589,001,Lecture,"3","Adria Laviolette","TuTh 12:30PM - 1:45PM","Brooks Hall B010","Topics in Archaeology","Archaeological Monographs",Open,12,18,0
21103,ANTH,3590,001,Lecture,"3","John Shepherd","MoWe 2:00PM - 3:15PM","Bryan Hall 235","Social and Cultural Anthropology","Taiwan:History,SocietyReligion",Open,8,30,0
21145,ANTH,3600,001,Lecture,"3","Julie Starr","MoWeFr 11:00AM - 11:50AM","Rouss Hall 410","Sex, Gender, and Culture","",Closed,45,45,0
19629,ANTH,3885,001,Lecture,"3","Adria Laviolette","TuTh 9:30AM - 10:45AM","Rouss Hall 410","Archaeology of Europe","",Open,29,35,0
15969,ANTH,3890,100,Lecture,"3","Stephen Plog","MoWe 11:00AM - 11:50AM","Maury Hall 115","Archaeology of the American Southwest","",Open,28,60,0
16256,ANTH,3890,101,Discussion,"3","Lee Bloch","Fr 9:00AM - 9:50AM","New Cabell Hall 520","Archaeology of the American Southwest","",Open,6,20,0
16257,ANTH,3890,102,Discussion,"3","Lee Bloch","Fr 2:00PM - 2:50PM","Brooks Hall B010","Archaeology of the American Southwest","",Open,4,20,0
19630,ANTH,3890,103,Discussion,"3","Lee Bloch","Fr 12:00PM - 12:50PM","New Cabell Hall 209","Archaeology of the American Southwest","",Open,18,20,0
20859,ANTH,4559,001,Seminar,"3","Herman Shugart, Rachel Most","Th 1:00PM - 3:30PM","Clark Hall G054","New Course in Anthropology","Human Impact on Environment",Closed,9,9,0
12588,ANTH,4591,001,Seminar,"3","Ravindra Khare","Th 3:30PM - 6:00PM","New Cabell Hall 209","Senior Seminar in Anthropology","Social Inequalities Amid Globa",Closed,18,18,0
12589,ANTH,4591,002,Seminar,"3","Stephen Plog","TuTh 11:00AM - 12:15PM","Astronomy Bldg 265","Senior Seminar in Anthropology","Native Amer Prehistory",Open,17,18,0
10502,ANTH,4993,001,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,1,25,0
10503,ANTH,4993,002,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14845,ANTH,4993,003,Independent Study,"1 - 6","Fraser Neiman","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14852,ANTH,4993,005,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,1,10,0
14904,ANTH,4993,006,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
15512,ANTH,4993,007,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,1,3,0
15549,ANTH,4993,008,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15551,ANTH,4993,010,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15552,ANTH,4993,011,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15553,ANTH,4993,012,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15554,ANTH,4993,013,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15555,ANTH,4993,014,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15556,ANTH,4993,015,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15557,ANTH,4993,016,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,1,5,0
15558,ANTH,4993,017,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15559,ANTH,4993,018,Independent Study,"1 - 6","Susan McKinnon","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
15560,ANTH,4993,019,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
