ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
10797,ARTS,2511,001,Studio,"3","Pamela Pecchio","MoTuWeThFr 10:30AM - 12:45PM","TBA","Special Topics in Photography","Documentary Photography",Open,9,15,0
12047,ARTS,2620,001,Studio,"3","Megan Marlatt","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Introduction to Drawing II","",Open,1,30,0
12116,ARTS,2620,002,Studio,"3","Elizabeth Schoyer","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 319","Introduction to Drawing II","",Open,18,20,0
10105,ARTS,2670,001,Studio,"4","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Introduction to Printmaking I","",Open,5,15,0
10106,ARTS,2810,001,Studio,"4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","Introduction to Sculpture I","",Closed,14,15,0
10107,ARTS,2812,001,Studio,"4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","Introduction to Sculpture II","",Closed,1,15,0
10108,ARTS,3670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Intermediate Printmaking I","",Open,0,15,0
10109,ARTS,3810,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","Sculpture I","",Closed,1,15,0
10110,ARTS,3812,001,Studio,"3","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","Sculpture II","",Closed,0,15,0
10253,ARTS,4670,001,Studio,"3","Dean Dass","MoTuWeThFr 10:30AM - 12:45PM","Ruffin Hall 220","Advanced Problems in Printmaking","",Open,0,15,0
10111,ARTS,4900,001,Independent Study,"1 - 4","William Bennett","MoTuWeThFr 1:00PM - 3:15PM","Ruffin Hall 120","Advanced Project in Art","",Closed,0,15,0
10112,ASTR,1210,001,Lecture,"3","William Dirienzo","MoTuWeThFr 10:30AM - 12:45PM","Contact Department","Introduction to the Sky and Solar System","",Open,10,15,0
10113,ASTR,1220,001,Lecture,"3","David Whelan","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to Stars, Galaxies, and the Universe","",Closed,20,20,0
10114,ASTR,3420,001,Lecture,"3","Lisa Walker","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Life Beyond the Earth","",Open,4,15,0
10115,ASTR,3480,001,Lecture,"3","Timothy Pennucci","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Introduction to Cosmology","",Open,4,15,0
10116,ASTR,6210,001,Lecture,"3","William Dirienzo","MoTuWeThFr 10:30AM - 12:45PM","Contact Department","Introduction to Sky and Solar System Concepts","",Open,0,5,0
10117,ASTR,6220,001,Lecture,"3","David Whelan","MoTuWeThFr 10:30AM - 12:45PM","Astronomy Bldg 265","Introduction to Stars, Galaxies, and Universe Concepts","",Closed,0,5,0
10057,ASTR,6420,001,Lecture,"3","Lisa Walker","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Life Beyond the Earth Concepts","",Open,0,5,0
10058,ASTR,6480,001,Lecture,"3","Timothy Pennucci","MoTuWeThFr 1:00PM - 3:15PM","Astronomy Bldg 265","Introduction to Cosmology Concepts","",Open,0,5,0
10620,ASTR,9995,001,Independent Study,"3 - 12","Richard Bradley","TBA","TBA","Supervised Research","",Open,0,30,0
10621,ASTR,9995,002,Independent Study,"3 - 12","Kelsey Johnson","TBA","TBA","Supervised Research","",Open,0,30,0
10622,ASTR,9995,003,Independent Study,"3 - 12","Steven Majewski","TBA","TBA","Supervised Research","",Open,0,30,0
10623,ASTR,9995,004,Independent Study,"3 - 12","Brian Mason","TBA","TBA","Supervised Research","",Open,0,30,0
10624,ASTR,9995,005,Independent Study,"3 - 12","Scott Ransom","TBA","TBA","Supervised Research","",Open,0,30,0
10625,ASTR,9995,006,Independent Study,"3 - 12","Craig Sarazin","TBA","TBA","Supervised Research","",Open,0,30,0
10626,ASTR,9995,007,Independent Study,"3 - 12","Michael Skrutskie","TBA","TBA","Supervised Research","",Open,0,30,0
10636,ASTR,9999,001,Independent Study,"3 - 12","Aaron Evans, Crystal Brogan","TBA","TBA","Non-Topical Research","",Open,0,30,0
10627,ASTR,9999,002,Independent Study,"3 - 12","Philip Arras","TBA","TBA","Non-Topical Research","",Open,1,30,0
10628,ASTR,9999,003,Independent Study,"3 - 12","James Braatz","TBA","TBA","Non-Topical Research","",Open,1,30,0
10629,ASTR,9999,004,Independent Study,"3 - 12","Richard Bradley","TBA","TBA","Non-Topical Research","",Open,2,30,0
10630,ASTR,9999,005,Independent Study,"3 - 12","Remy Indebetouw","TBA","TBA","Non-Topical Research","",Open,1,30,0
10631,ASTR,9999,006,Independent Study,"3 - 12","Kelsey Johnson","TBA","TBA","Non-Topical Research","",Open,4,30,0
10632,ASTR,9999,007,Independent Study,"3 - 12","Steven Majewski","TBA","TBA","Non-Topical Research","",Open,4,30,0
10633,ASTR,9999,008,Independent Study,"3 - 12","Scott Ransom","TBA","TBA","Non-Topical Research","",Open,4,30,0
10634,ASTR,9999,009,Independent Study,"3 - 12","Craig Sarazin","TBA","TBA","Non-Topical Research","",Open,1,30,0
10635,ASTR,9999,010,Independent Study,"3 - 12","Michael Skrutskie","TBA","TBA","Non-Topical Research","",Open,1,30,0
10637,ASTR,9999,011,Independent Study,"3 - 12","Roger Chevalier","TBA","TBA","Non-Topical Research","",Open,3,30,0
10638,ASTR,9999,012,Independent Study,"3 - 12","John Hawley","TBA","TBA","Non-Topical Research","",Open,0,30,0
10639,ASTR,9999,013,Independent Study,"3 - 12","Zhi-Yun Li","TBA","TBA","Non-Topical Research","",Open,1,30,0
10640,ASTR,9999,014,Independent Study,"3 - 12","Brian Mason","TBA","TBA","Non-Topical Research","",Open,0,30,0
10792,ASTR,9999,015,Independent Study,"3 - 12","Robert O'Connell","TBA","TBA","Non-Topical Research","",Open,1,30,0
10793,ASTR,9999,016,Independent Study,"3 - 12","Aaron Evans","TBA","TBA","Non-Topical Research","",Open,0,30,0
10878,ASTR,9999,017,Independent Study,"3 - 12","Timothy Bastian","TBA","TBA","Non-Topical Research","",Open,1,30,0
12122,ASTR,9999,018,Independent Study,"3 - 12","Anthony Remijan","TBA","TBA","Non-Topical Research","",Open,1,30,0
12123,ASTR,9999,019,Independent Study,"3 - 12","William Saslaw","TBA","TBA","Non-Topical Research","",Open,0,30,0
12185,ASTR,9999,020,Independent Study,"3 - 12","Kartik Sheth","TBA","TBA","Non-Topical Research","",Open,2,30,0
12658,ASTR,9999,021,Independent Study,"3 - 12","Mark Lacy","TBA","TBA","Non-Topical Research","",Open,1,30,0
10905,BIMS,9998,001,Independent Study,"1 - 12","Norbert Leitinger","TBA","TBA","Non-Topical Research","",Open,6,30,0
10906,BIMS,9998,002,Independent Study,"1 - 12","Robert Nakamoto","TBA","TBA","Non-Topical Research","",Open,0,30,0
10889,BIOC,9995,001,Independent Study,"3 - 12","Aaron Mackey","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10890,BIOC,9995,002,Independent Study,"3 - 12","Marie-Louise Hammarskjold","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
12600,BIOC,9995,003,Independent Study,"3 - 12","Alison Criss","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
12601,BIOC,9995,004,Independent Study,"3 - 12","Mitchell Smith","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
12602,BIOC,9995,005,Independent Study,"3 - 12","Hui Li","TBA","TBA","Topical Research: Biochemistry and Molecular Genetics","",Open,0,30,0
10420,BIOC,9998,001,Independent Study,"3 - 12","David Auble","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10421,BIOC,9998,002,Independent Study,"3 - 12","Patrick Concannon","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,2,30,0
10422,BIOC,9998,003,Independent Study,"3 - 12","Anindya Dutta","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10423,BIOC,9998,004,Independent Study,"3 - 12","Daniel Foltz","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10424,BIOC,9998,005,Independent Study,"3 - 12","Patrick Grant","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10425,BIOC,9998,006,Independent Study,"3 - 12","Barry Gumbiner","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10426,BIOC,9998,007,Independent Study,"3 - 12","Joel Hockensmith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,6,30,0
10427,BIOC,9998,008,Independent Study,"3 - 12","Coleen McNamara","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10428,BIOC,9998,009,Independent Study,"3 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10429,BIOC,9998,010,Independent Study,"3 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10430,BIOC,9998,011,Independent Study,"3 - 12","David Wotton","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10485,BIOC,9998,012,Independent Study,"3 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
10486,BIOC,9998,013,Independent Study,"3 - 12","Ira Hall","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10887,BIOC,9998,014,Independent Study,"3 - 12","Aaron Mackey","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,2,30,0
10888,BIOC,9998,015,Independent Study,"3 - 12","Marie-Louise Hammarskjold","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
12603,BIOC,9998,016,Independent Study,"3 - 12","Mitchell Smith","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
12604,BIOC,9998,017,Independent Study,"3 - 12","Hui Li","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
12605,BIOC,9998,018,Independent Study,"3 - 12","Alison Criss","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
12645,BIOC,9998,019,Independent Study,"3 - 12","John Bushweller","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
12646,BIOC,9998,20,Independent Study,"3 - 12","Marty Mayo","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,2,30,0
12647,BIOC,9998,21,Independent Study,"3 - 12","Peter Stukenberg","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
12686,BIOC,9998,022,Independent Study,"3 - 12","Gorav Ailawadi","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,0,30,0
12689,BIOC,9998,023,Independent Study,"3 - 12","Michele Sale","TBA","TBA","Non-Topical Research: Preparation for Doctoral Research","",Open,1,30,0
10408,BIOC,9999,001,Independent Study,"3 - 12","David Auble","TBA","TBA","Non-Topical Research","",Open,4,30,0
10409,BIOC,9999,002,Independent Study,"3 - 12","Daniel Burke","TBA","TBA","Non-Topical Research","",Open,1,30,0
10410,BIOC,9999,003,Independent Study,"3 - 12","Stefan Bekiranov","TBA","TBA","Non-Topical Research","",Open,0,30,0
10411,BIOC,9999,004,Independent Study,"3 - 12","John Bushweller","TBA","TBA","Non-Topical Research","",Open,0,30,0
10412,BIOC,9999,005,Independent Study,"3 - 12","Anindya Dutta","TBA","TBA","Non-Topical Research","",Open,3,30,0
10413,BIOC,9999,006,Independent Study,"3 - 12","Patrick Grant","TBA","TBA","Non-Topical Research","",Open,3,30,0
10414,BIOC,9999,007,Independent Study,"3 - 12","Joel Hockensmith","TBA","TBA","Non-Topical Research","",Open,0,30,0
10415,BIOC,9999,008,Independent Study,"3 - 12","Marty Mayo","TBA","TBA","Non-Topical Research","",Open,4,30,0
10416,BIOC,9999,009,Independent Study,"3 - 12","Donald Hunt","TBA","TBA","Non-Topical Research","",Open,1,30,0
10418,BIOC,9999,010,Independent Study,"3 - 12","Gary Owens","TBA","TBA","Non-Topical Research","",Open,0,30,0
10419,BIOC,9999,011,Independent Study,"3 - 12","Bryce Paschal","TBA","TBA","Non-Topical Research","",Open,2,30,0
10417,BIOC,9999,012,Independent Study,"3 - 12","Lucy Pemberton","TBA","TBA","Non-Topical Research","",Open,0,30,0
10487,BIOC,9999,013,Independent Study,"3 - 12","Sepideh Khorasanizadeh","TBA","TBA","Non-Topical Research","",Open,0,30,0
10488,BIOC,9999,014,Independent Study,"3 - 12","Jeffrey Smith","TBA","TBA","Non-Topical Research","",Open,2,30,0
10489,BIOC,9999,015,Independent Study,"3 - 12","Peter Stukenberg","TBA","TBA","Non-Topical Research","",Open,2,30,0
10490,BIOC,9999,016,Independent Study,"3 - 12","Michael Timko","TBA","TBA","Non-Topical Research","",Open,0,30,0
10491,BIOC,9999,017,Independent Study,"3 - 12","David Wotton","TBA","TBA","Non-Topical Research","",Open,2,30,0
10514,BIOC,9999,018,Independent Study,"3 - 12","Patrick Concannon","TBA","TBA","Non-Topical Research","",Open,0,30,0
10859,BIOC,9999,019,Independent Study,"3 - 12","Daniel Foltz","TBA","TBA","Non-Topical Research","",Open,3,30,0
10891,BIOC,9999,020,Independent Study,"3 - 12","Aaron Mackey","TBA","TBA","Non-Topical Research","",Open,0,30,0
10892,BIOC,9999,021,Independent Study,"3 - 12","Marie-Louise Hammarskjold","TBA","TBA","Non-Topical Research","",Open,0,30,0
12606,BIOC,9999,022,Independent Study,"3 - 12","Mitchell Smith","TBA","TBA","Non-Topical Research","",Open,0,30,0
12607,BIOC,9999,023,Independent Study,"3 - 12","Hui Li","TBA","TBA","Non-Topical Research","",Open,0,30,0
12608,BIOC,9999,024,Independent Study,"3 - 12","Alison Criss","TBA","TBA","Non-Topical Research","",Open,0,30,0
12648,BIOC,9999,025,Independent Study,"3 - 12","Coleen McNamara","TBA","TBA","Non-Topical Research","",Open,1,30,0
12649,BIOC,9999,026,Independent Study,"3 - 12","Lukas Tamm","TBA","TBA","Non-Topical Research","",Open,0,30,0
12650,BIOC,9999,027,Independent Study,"3 - 12","Ira Hall","TBA","TBA","Non-Topical Research","",Open,0,30,0
12687,BIOC,9999,028,Independent Study,"3 - 12","Gorav Ailawadi","TBA","TBA","Non-Topical Research","",Open,0,30,0
12690,BIOC,9999,029,Independent Study,"3 - 12","Michele Sale","TBA","TBA","Non-Topical Research","",Open,0,30,0
10118,BIOL,2010,001,Lecture,"3","David Kittlesen","MoTuWeThFr 10:00AM - 12:15PM","Gilmer Hall 190","Introduction to Biology: Cell Biology and Genetics","",Open,40,75,0
10119,BIOL,2020,001,Lecture,"3","Mark Kopeny","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 190","Introduction to Biology: Organismal and Evolutionary Biology","",Open,32,50,0
10120,BIOL,2030,001,Lecture,"2","David Kittlesen","MoTuWeThFr 1:00PM - 4:30PM","Gilmer Hall 166","Introduction to Biology: Cell Biology and Genetics Laboratory","",Open,40,48,0
10121,BIOL,2040,001,Lecture,"2","Mark Kopeny","MoTuWeThFr 12:00PM - 3:30PM","Gilmer Hall 166","Introduction to Biology: Organismal and Evolutionary Biology Laboratory","",Open,30,48,0
10059,BIOL,2060,001,Lecture,"3","Theodore Homyk","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 141","Human Physiology and Anatomy I","",Closed,31,30,0
10060,BIOL,2061,001,Laboratory,"1","Theodore Homyk","MoTuWeThFr 1:00PM - 4:00PM","Gilmer Hall 149","Human Physiology and Anatomy I Laboratory","",Open,12,20,0
10061,BIOL,2070,001,Lecture,"3","Theodore Homyk","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 141","Human Physiology and Anatomy II","",Open,32,35,0
10062,BIOL,2071,001,Laboratory,"1","Theodore Homyk","MoTuWeThFr 1:00PM - 4:00PM","Gilmer Hall 149","Human Physiology and Anatomy II Laboratory","",Open,11,20,0
10344,BIOL,3510,001,Laboratory,"4","Eric Liebgold, Krista Bajgier","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Biology of Birds",Open,5,12,0
12021,BIOL,3510,002,Laboratory,"1 - 4","Krista Bajgier, Tami Ransom","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Field Methods in Wildlife Ecol",Open,10,12,0
12014,BIOL,4510,001,Laboratory,"4","Krista Bajgier, Zack Murrell","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Plant Conservation & Diversity",Open,6,12,0
12015,BIOL,4510,002,Laboratory,"4","Krista Bajgier, Lorne Wolfe","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Plant-Animal Interactions",Open,4,12,0
12016,BIOL,4510,003,Laboratory,"3","Krista Bajgier, Rytas Vilgalys","MoTuWeThFr 8:00AM - 5:00PM","Mtn Lake Biological Station","Field Biology at Mountain Lake Biological Station","Biology of Fungi",Open,8,12,0
12559,BIOL,4559,001,Lecture,"3","Anthony Spano, Michal Sabat","MoTuWeThFr 2:00PM - 5:00PM","Gilmer Hall 148","New Course in Biology","Mol Bio/Protein Structure lab",Open,6,16,0
10122,BIOL,4650,001,Lecture,"3","W Wormington","MoTuWeThFr 9:00AM - 11:15AM","Gilmer Hall 166","Molecular Biology of Human Disease","",Open,16,30,0
10819,BIOL,4911,001,Independent Study,"2","David Kittlesen","TBA","TBA","Independent Research 1","",Open,2,100,0
10820,BIOL,4911,002,Independent Study,"2","David Kittlesen","TBA","TBA","Independent Research 1","",Open,0,100,0
10821,BIOL,4911,003,Independent Study,"2","George Bloom","TBA","TBA","Independent Research 1","",Open,0,100,0
10822,BIOL,4911,004,Independent Study,"2","George Bloom","TBA","TBA","Independent Research 1","",Open,0,100,0
10829,BIOL,4911,005,Independent Study,"2","Krista Bajgier, Robert Kretsinger","TBA","TBA","Independent Research 1","",Open,0,100,0
10830,BIOL,4911,006,Independent Study,"2","Krista Bajgier, Robert Kretsinger","TBA","TBA","Independent Research 1","",Open,0,100,0
10886,BIOL,4911,007,Independent Study,"2","W Wormington","TBA","TBA","Independent Research 1","",Open,0,100,0
12242,BIOL,4911,008,Independent Study,"2","Masashi Kawasaki","TBA","TBA","Independent Research 1","",Open,1,100,0
12246,BIOL,4911,009,Independent Study,"2","Herman Wijnen","MoTuWeThFr 12:00AM - 12:00AM","TBA","Independent Research 1","",Open,0,100,0
10823,BIOL,4912,001,Independent Study,"2","David Kittlesen","TBA","TBA","Independent Research II","",Closed,2,1,0
