ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
16055,AAS,4501,001,Seminar,"4","Claudrena Harold","Th 3:30PM - 6:00PM","New Cabell Hall 066","Advanced Research Seminar in History & AAS","Politics, Prisons & Punishment",Wait List,12,12,6
21350,AAS,4559,001,Seminar,"1 - 4","Njelle Hamilton","Mo 5:00PM - 8:00PM","Gibson Hall 241","New Course in African and African American Studies","Marcus, Marley&McKay",Open,2,6,0
20265,AAS,4570,001,Seminar,"3","Latasha Levy","We 3:30PM - 6:00PM","New Cabell Hall 168","Advanced Research Seminar in African-American & African Studies","The Black Studies Movement",Open,2,16,0
21131,AAS,4570,002,Seminar,"3","Sabrina Pendergrass","TuTh 11:00AM - 12:15PM","Gibson Hall 341","Advanced Research Seminar in African-American & African Studies","Race, Culture & Inequality",Open,6,18,0
14944,AAS,4993,001,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","Independent Study","",Open,0,30,0
13679,AAS,4993,002,Independent Study,"1 - 12","Maurice Apprey","TBA","TBA","Independent Study","",Open,0,30,0
14402,AAS,4993,003,Independent Study,"1 - 12","Claudrena Harold","TBA","TBA","Independent Study","",Open,0,30,0
20337,ACCT,2010,701,Lecture,"3","Marshall Kasten","We 7:00PM - 10:00PM","Northern Virginia Center","Introductory Accounting","",Open,0,24,0
20338,ACCT,2020,701,Lecture,"3","Noel Montesa","Mo 6:30PM - 9:30PM","Northern Virginia Center","Introductory Accounting II","",Open,0,24,0
20339,ACCT,3110,701,Lecture,"3","Leon Hutton","We 6:30PM - 9:30PM","Northern Virginia Center","Intermediate Accounting I","",Open,0,24,0
20341,ACCT,3120,501,Lecture,"3","Rebecca Adams","Th 6:15PM - 9:15PM","Zehmer Hall Conference Center","Intermediate Accounting II","",Open,0,24,0
20340,ACCT,3120,701,Lecture,"3","Nammy Lee","We 6:30PM - 9:30PM","Northern Virginia Center","Intermediate Accounting II","",Open,0,24,0
20342,ACCT,3140,701,Lecture,"3","William Cardine","Tu 6:30PM - 9:30PM","Web-Based Course-No class mtgs","Cost Accounting","",Open,0,24,0
20343,ACCT,4450,701,Lecture,"3","Gary Dittmer","Mo 7:00PM - 9:00PM","Web-Based Course-No class mtgs","Federal Taxation I","",Open,0,24,0
20573,ACCT,5250,501,Lecture,"3","Richard Evans","Th 6:30PM - 9:30PM","Zehmer Hall Conference Center","Advanced Auditing","",Open,0,24,0
20571,ACCT,5250,701,Lecture,"3","Richard Evans","Th 6:30PM - 9:30PM","Northern Virginia Center","Advanced Auditing","",Open,0,24,0
20346,ACCT,5310,701,Lecture,"3","Gary Brooks","Tu 7:00PM - 10:00PM","Web-Based Course-No class mtgs","Selected Topics in Advanced Accounting","",Open,0,24,0
20363,ACCT,5330,701,Lecture,"3","Richard Evans","Tu 6:30PM - 9:30PM","Northern Virginia Center","Accounting for Non-Business Organizations","",Open,0,24,0
20367,ACCT,5460,701,Lecture,"3","Thomas Hughes","Fr 6:30PM - 9:30PM","Web-Based Course-No class mtgs","Federal Taxation II","",Open,0,24,0
18787,AIRS,100,001,Laboratory,"0","Nina Rourke","Tu 3:30PM - 5:30PM","TBA","Leadership Laboratory","",Open,38,80,0
18781,AIRS,1200,001,Lecture,"1","Nina Rourke","Tu 1:00PM - 1:50PM","TBA","The Foundations of the U.S. Air Force","",Open,3,60,0
18782,AIRS,1200,002,Lecture,"1","Nina Rourke","Th 1:00PM - 1:50PM","Shannon House 107","The Foundations of the U.S. Air Force","",Open,6,35,0
18783,AIRS,2200,001,Lecture,"1","Nina Rourke","Tu 2:00PM - 2:50PM","TBA","The Evolution of Air and Space Power","",Open,4,40,0
18784,AIRS,2200,002,Lecture,"1","Nina Rourke","Th 2:00PM - 2:50PM","Shannon House 108","The Evolution of Air and Space Power","",Open,11,20,0
18785,AIRS,3200,001,Lecture,"3","Jennifer Hubal","Tu 12:30PM - 1:45PM","Shannon House 107","Concepts of Air Force Leadership and Management","",Open,5,25,0
20098,AIRS,3200,002,Lecture,"3","Jennifer Hubal","We 12:30PM - 1:45PM","Shannon House 107","Concepts of Air Force Leadership and Management","",Open,2,25,0
18786,AIRS,4200,001,Lecture,"3","Steven Hiss","Tu 12:30PM - 1:45PM","TBA","National Security Affairs/Preparation for Active Duty","",Open,2,30,0
10507,ALAR,7020,001,Studio,"6","Manuel Bailo Esteve,Matthew Jull","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,6,80,0
10605,ALAR,7020,002,Studio,"6","Alexander Wall","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,7,30,0
10508,ALAR,8020,001,Studio,"6","Charles Menefee,Esther Lorenz","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Design Development Studio","",Open,10,30,0
10547,ALAR,8020,003,Studio,"6","Manuel Bailo Esteve","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Design Development Studio","",Open,0,20,0
10681,ALAR,8020,004,Studio,"6","Elizabeth Meyer","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Design Development Studio","",Open,1,15,0
10710,ALAR,8102,001,Seminar,"2","Anselmo Canfora","Fr 12:00PM - 2:00PM","Campbell Hall 325","Design Research Seminar","",Open,0,10,0
10645,ALAR,8993,001,Independent Study,"1 - 6","Ignacio Alday Sanz","MoFr 2:00PM - 5:45PM","TBA","Independent Study","",Open,0,2,0
10517,ALAR,8995,001,Studio,"6","Staff","MoFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Studio","",Open,2,15,0
15202,AMST,2500,001,Lecture,"3","Ashley Williams","TuTh 12:30PM - 1:45PM","New Cabell Hall 489","Major Works for American Studies","Language in the US",Wait List,25,25,2
16091,AMST,2500,003,Lecture,"3","Carmenita Higginbotham","TuTh 9:30AM - 10:45AM","Minor Hall 130","Major Works for American Studies","Art of Disney",Open,25,30,0
19300,AMST,3001,001,Seminar,"3","John Hamilton","MoWe 2:00PM - 3:15PM","Ruffner Hall 175","Theories and Methods of American Studies","",Open,12,18,0
14765,AMST,3001,002,Seminar,"3","Matthew Hedstrom","MoWe 5:00PM - 6:15PM","New Cabell Hall 115","Theories and Methods of American Studies","",Open,6,18,0
20235,AMST,3180,001,Lecture,"3","Sylvia Chong","TuTh 11:00AM - 12:15PM","New Cabell Hall 489","Introduction to Asian American Studies","",Open,9,20,0
19301,AMST,3559,001,Lecture,"3","Lisa Goff","Fr 2:00PM - 4:30PM","Pavilion VIII B002","New Course in American Studies","",Closed,4,3,0
21127,AMST,3641,001,Lecture,"3","Christian McMillen","TuTh 11:00AM - 12:15PM","New Cabell Hall 368","Native America","",Open,9,10,0
11967,AMST,4500,001,Seminar,"3","Anna Brickhouse","TuTh 11:00AM - 12:15PM","Bryan Hall 312","Fourth-Year Seminar in American Studies","Literature of the Americas",Open,8,9,0
15905,AMST,4500,002,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Ruffner Hall 175","Fourth-Year Seminar in American Studies","Post 9/11 Culture",Wait List,18,18,4
14177,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,30,0
14115,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,0,30,0
14116,AMST,4993,002,Independent Study,"3","Daniel Chavez","TBA","TBA","Independent Study","",Open,0,30,0
14117,AMST,4993,003,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,0,30,0
14118,AMST,4993,004,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,0,30,0
14119,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,1,30,0
14120,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,0,30,0
14121,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,0,30,0
14122,AMST,4993,008,Independent Study,"3","Ruth Hill","TBA","TBA","Independent Study","",Open,0,30,0
14124,AMST,4993,010,Independent Study,"3","Maurie McInnis","TBA","TBA","Independent Study","",Open,0,30,0
14126,AMST,4993,012,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,0,30,0
15351,AMST,4993,013,Independent Study,"3","Lisa Goff","TBA","TBA","Independent Study","",Open,0,30,0
15570,AMST,4993,014,Independent Study,"3","Ashley Williams","TBA","TBA","Independent Study","",Open,0,5,0
12749,AMST,4999,001,Seminar,"3","Lisa Goff","Th 3:30PM - 4:20PM","Bryan Hall 312","Distinguished Majors Thesis Seminar","",Open,2,6,0
10736,ANTH,1010,100,Lecture,"3","Julie Starr","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 132","Introduction to Anthropology","",Wait List,30,30,18
19224,ANTH,1050,100,Lecture,"3","Ira Bashkow","TuTh 2:00PM - 2:50PM","Nau Hall 101","Anthropology of Globalization","",Open,100,120,9
19225,ANTH,1050,101,Discussion,"3","Staff","We 9:00AM - 9:50AM","Brooks Hall 103","Anthropology of Globalization","",Open,19,20,0
19226,ANTH,1050,102,Discussion,"3","Staff","We 11:00AM - 11:50AM","New Cabell Hall 232","Anthropology of Globalization","",Wait List,20,20,3
19227,ANTH,1050,103,Discussion,"3","Staff","Th 4:00PM - 4:50PM","Nau Hall 142","Anthropology of Globalization","",Wait List,20,20,4
19228,ANTH,1050,104,Discussion,"3","Staff","Th 5:00PM - 5:50PM","Nau Hall 142","Anthropology of Globalization","",Wait List,20,20,2
19229,ANTH,1050,105,Discussion,"3","Staff","Fr 9:00AM - 9:50AM","New Cabell Hall 411","Anthropology of Globalization","",Open,8,20,0
19230,ANTH,1050,106,Discussion,"3","Staff","Fr 10:00AM - 10:50AM","Nau Hall 341","Anthropology of Globalization","",Open,13,20,0
16058,ANTH,2120,100,Lecture,"3","Ira Bashkow","TuTh 9:30AM - 10:45AM","Maury Hall 104","The Concept of Culture","",Open,24,60,0
16151,ANTH,2120,101,Discussion,"3","Staff","We 5:00PM - 5:50PM","New Cabell Hall 383","The Concept of Culture","",Open,15,20,0
16152,ANTH,2120,102,Discussion,"3","Staff","We 6:00PM - 6:50PM","New Cabell Hall 209","The Concept of Culture","",Open,2,20,0
16153,ANTH,2120,103,Discussion,"3","Staff","We 7:00PM - 7:50PM","Brooks Hall 103","The Concept of Culture","",Open,7,20,0
14172,ANTH,2280,001,Lecture,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Maury Hall 115","Medical Anthropology","",Wait List,59,60,25
10737,ANTH,2360,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Dell 1 103","Don Juan and Castaneda","",Wait List,58,60,20
12694,ANTH,2365,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","New Cabell Hall 132","Art and Anthropology","",Open,19,35,0
19231,ANTH,2420,100,Lecture,"3","Ellen Contini-Morava","MoWe 10:00AM - 10:50AM","Wilson Hall 301","Language and Gender","",Open,66,120,4
19232,ANTH,2420,101,Discussion,"3","Staff","We 4:00PM - 4:50PM","Nau Hall 242","Language and Gender","",Open,16,20,0
19233,ANTH,2420,102,Discussion,"3","Staff","We 5:00PM - 5:50PM","Nau Hall 242","Language and Gender","",Open,3,20,0
19234,ANTH,2420,103,Discussion,"3","Staff","Fr 10:00AM - 10:50AM","Brooks Hall 103","Language and Gender","",Open,14,20,0
19235,ANTH,2420,104,Discussion,"3","Staff","We 1:00PM - 1:50PM","Brooks Hall 103","Language and Gender","",Wait List,19,20,4
19236,ANTH,2420,105,Discussion,"3","Staff","We 6:00PM - 6:50PM","Nau Hall 242","Language and Gender","",Open,8,20,0
19237,ANTH,2420,106,Discussion,"3","Staff","Th 3:30PM - 4:20PM","New Cabell Hall 107","Language and Gender","",Open,6,20,0
21230,ANTH,2500,001,Lecture,"3","Carolyn Howarter","MoWeFr 9:00AM - 9:50AM","Gibson Hall 141","Cultures, Regions, and Civilizations","Oceania",Open,12,30,0
14173,ANTH,2590,001,Lecture,"3","Kathleen Weston","MoWe 2:00PM - 3:15PM","New Cabell Hall 338","Social and Cultural Anthropology","Disaster",Open,20,30,0
14810,ANTH,2590,002,Lecture,"3","China Scherz","TuTh 9:30AM - 10:45AM","Dell 1 105","Social and Cultural Anthropology","Development & Humanitarianism",Open,33,60,0
21319,ANTH,2660,001,Lecture,"3","Rafael Alvarado","TuTh 11:00AM - 12:15PM","Wilson Hall 306","The Internet Is Another Country: Community, Power, and Social Media","",Open,32,40,33
19242,ANTH,2810,001,Lecture,"3","Jeffrey Hantman","MoWe 3:30PM - 4:45PM","Maury Hall 104","Human Origins","",Open,47,60,0
15653,ANTH,3020,100,Seminar,"4","Jeffrey Hantman","TuTh 3:30PM - 4:45PM","Maury Hall 115","Using Anthropology in the Contemporary World","",Open,23,60,0
20319,ANTH,3020,101,Discussion,"4","Staff","Fr 8:00AM - 8:50AM","Brooks Hall 103","Using Anthropology in the Contemporary World","",Open,1,20,0
20320,ANTH,3020,102,Discussion,"4","Staff","Fr 9:00AM - 9:50AM","Brooks Hall 103","Using Anthropology in the Contemporary World","",Open,7,20,0
20321,ANTH,3020,103,Discussion,"4","Staff","Mo 9:00AM - 9:50AM","Brooks Hall 103","Using Anthropology in the Contemporary World","",Open,15,20,0
19243,ANTH,3240,001,Lecture,"3","Ravindra Khare","Tu 3:30PM - 6:00PM","Maury Hall 104","The Anthropology of Food","",Wait List,56,60,28
15656,ANTH,3340,100,Lecture,"3","Frederick Damon","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 168","Ecology and Society: An Introduction to the New Ecological Anthropology","",Wait List,30,30,3
15657,ANTH,3370,100,Lecture,"3","George Mentore","MoWe 2:00PM - 3:15PM","Ruffner Hall G004","Power and the Body","",Open,22,60,0
15658,ANTH,3370,101,Discussion,"3","Julia Haines","Th 12:30PM - 1:20PM","Nau Hall 242","Power and the Body","",Open,14,20,0
15659,ANTH,3370,102,Discussion,"3","Julia Haines","Fr 12:00PM - 12:50PM","Brooks Hall 103","Power and the Body","",Open,6,20,0
15660,ANTH,3370,103,Discussion,"3","Julia Haines","Fr 1:00PM - 1:50PM","Brooks Hall 103","Power and the Body","",Open,2,20,0
14174,ANTH,3395,001,Seminar,"3","Roy Wagner","TuTh 12:30PM - 1:45PM","New Cabell Hall 338","Mythodology","",Wait List,25,25,7
15956,ANTH,3450,001,Lecture,"3","Eve Danziger","MoWe 3:30PM - 4:45PM","New Cabell Hall 383","Native American Languages","",Wait List,20,20,14
19244,ANTH,3490,100,Lecture,"3","Eve Danziger","WeFr 11:00AM - 11:50AM","Gibson Hall 211","Language and Thought","",Open,56,60,2
19245,ANTH,3490,101,Discussion,"3","Staff","Mo 9:00AM - 9:50AM","New Cabell Hall 411","Language and Thought","",Open,16,20,0
19246,ANTH,3490,102,Discussion,"3","Staff","Mo 10:00AM - 10:50AM","Brooks Hall 103","Language and Thought","",Wait List,20,20,1
19247,ANTH,3490,103,Discussion,"3","Staff","Tu 11:00AM - 11:50AM","New Cabell Hall 044","Language and Thought","",Wait List,20,20,1
19248,ANTH,3559,001,Lecture,"1 - 4","Patricia Wattenmaker","TuTh 4:00PM - 5:15PM","TBA","New Course in Anthropology","",Wait List,0,0,0
15957,ANTH,3590,001,Lecture,"3","Susan McKinnon","TuTh 11:00AM - 12:15PM","Maury Hall 104","Social and Cultural Anthropology","Modern Families, Global Worlds",Open,18,60,0
19249,ANTH,3590,002,Lecture,"3","China Scherz","TuTh 2:00PM - 3:15PM","New Cabell Hall 058","Social and Cultural Anthropology","Care in Africa",Open,29,30,0
20322,ANTH,3590,003,Lecture,"3","Kathleen Weston","MoWe 3:30PM - 4:45PM","Gibson Hall 211","Social and Cultural Anthropology","Capitalism and Culture",Open,36,60,0
20323,ANTH,3590,004,Lecture,"3","Lisa Shutt","MoWe 2:00PM - 3:15PM","Brooks Hall 103","Social and Cultural Anthropology","Food&Meaning in Africa&Diasp.",Closed,6,6,0
21354,ANTH,3705,001,Lecture,"3","Patricia Wattenmaker","TuTh 4:00PM - 5:15PM","New Cabell Hall 383","Anthropology of the Middle East","",Open,16,30,0
20325,ANTH,3885,001,Lecture,"3","Adria Laviolette","TuTh 11:00AM - 12:15PM","New Cabell Hall 232","Archaeology of Europe","",Open,33,40,0
12371,ANTH,4591,001,Seminar,"3","Ravindra Khare","Th 3:30PM - 6:00PM","New Cabell Hall 111","Senior Seminar in Anthropology","Social Inequalities & Disaster",Open,9,18,0
12372,ANTH,4591,002,Seminar,"3","Adria Laviolette","TuTh 3:30PM - 4:45PM","New Cabell Hall 115","Senior Seminar in Anthropology","Archaeology of Colonialism",Open,4,18,0
15661,ANTH,4591,003,Seminar,"3","George Mentore","MoWeFr 11:00AM - 11:50AM","Brooks Hall 103","Senior Seminar in Anthropology","Philosophical Anthropology",Open,14,18,0
20851,ANTH,4840,001,Lecture,"3","Fraser Neiman","Tu 5:00PM - 7:30PM","Cocke Hall 101","Quantitative Analysis  in Anthropology I","",Open,6,15,0
10738,ANTH,4993,001,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
10739,ANTH,4993,002,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14107,ANTH,4993,003,Independent Study,"1 - 6","Fraser Neiman","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14111,ANTH,4993,005,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
14149,ANTH,4993,006,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
14508,ANTH,4993,007,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,0,3,0
14539,ANTH,4993,008,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14540,ANTH,4993,010,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14541,ANTH,4993,011,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14542,ANTH,4993,012,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14543,ANTH,4993,013,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14544,ANTH,4993,014,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14545,ANTH,4993,015,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14546,ANTH,4993,016,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14547,ANTH,4993,017,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14548,ANTH,4993,018,Independent Study,"1 - 6","Susan McKinnon","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14549,ANTH,4993,019,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14550,ANTH,4993,020,Independent Study,"1 - 6","Peter Metcalf","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14551,ANTH,4993,021,Independent Study,"1 - 6","John Shepherd","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14552,ANTH,4993,022,Independent Study,"1 - 6","Kathleen Weston","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
14610,ANTH,4993,023,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
15384,ANTH,4993,024,Independent Study,"1 - 6","Allison Alexy","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
15432,ANTH,4993,025,Independent Study,"1 - 6","Caren Freeman","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
10740,ANTH,4998,001,Independent Study,"3","Staff","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14127,ANTH,4998,002,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
14532,ANTH,4998,003,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14553,ANTH,4998,004,Independent Study,"3","Yarimar Bonilla","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14554,ANTH,4998,005,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14555,ANTH,4998,006,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14556,ANTH,4998,007,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14557,ANTH,4998,008,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14558,ANTH,4998,009,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14559,ANTH,4998,010,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14560,ANTH,4998,011,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14561,ANTH,4998,012,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14562,ANTH,4998,013,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14563,ANTH,4998,014,Independent Study,"3","Susan McKinnon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14564,ANTH,4998,015,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14565,ANTH,4998,016,Independent Study,"3","Peter Metcalf","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14566,ANTH,4998,017,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14567,ANTH,4998,018,Independent Study,"3","John Shepherd","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14568,ANTH,4998,019,Independent Study,"3","Roy Wagner","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14569,ANTH,4998,020,Independent Study,"3","Patricia Wattenmaker","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14570,ANTH,4998,021,Independent Study,"3","Kathleen Weston","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
10741,ANTH,4999,001,Independent Study,"3","Rachel Most","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,25,0
13196,ANTH,4999,002,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Writing","",Open,3,30,0
14130,ANTH,4999,003,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
14522,ANTH,4999,004,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14533,ANTH,4999,005,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14571,ANTH,4999,006,Independent Study,"3","Yarimar Bonilla","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14572,ANTH,4999,007,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14573,ANTH,4999,008,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Writing","",Open,2,30,0
14574,ANTH,4999,009,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14575,ANTH,4999,010,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14576,ANTH,4999,011,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Writing","",Open,2,30,0
14577,ANTH,4999,012,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14578,ANTH,4999,013,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14579,ANTH,4999,014,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14580,ANTH,4999,015,Independent Study,"3","Susan McKinnon","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14581,ANTH,4999,016,Independent Study,"3","Peter Metcalf","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14582,ANTH,4999,017,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
